Lieu,Prix,Details,Description_A_Propos,Lien,Addr_Regex,Addr_NLP,Adresse_Finale
Lyon 2ème (69002),735 €,32 m² - 1 pièce,"Appartement T1 32.35m² - Rue Mercière- Lyon 2 - Appartement de type 1 de 32.35m² situé rue Mercière à Lyon 2 en plein centre ville, accessible en bus S1 (arrêt Jacobins), et à proximité de tous les commerces. Situé au 4ème étage avec ascenseur, Il se compose d'un hall d'entrée avec placard, d'un coin cuisine équipé et aménagé (plaque de cuisson), ouverte sur une pièce de vie de 23m², et d'une salle bain avec wc. Le Chauffage et l'eau chaude sont individuels électriques et l'eau froide est collective (compris dans les charges) Dpe (Diagnostic de Performance Énergétique) : « Dpe D - Ges A» Zone soumise à encadrement des loyers : Oui ou Non Loyer de base : 617.89 € Loyer de référence majoré (loyer de base à ne pas dépasser) : 740.82 € ""Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : Loyer de 735,00 euros par mois charges comprises dont 35,00 euros par mois de provision pour charges (soumis à la régularisation annuelle). Les honoraires charge locataire sont de 424,43 euros ( soit 13,12 euros/m² ) dont 98,02 euros pour état des lieux ( soit 3,03 euros/m² ). Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 560 et 800 euros. Prix moyens des énergies indexés en 2023.",https://www.vizzit.fr/fr/property/appartement/lyon-2/Alpxuq6e1wkco9zf,Rue Mercière-,Rue Mercière- Lyon 2,Rue Mercière-
Lyon 3ème (69003),1 207 €,74 m² - 3 pièces,"Appartement T3 74m² -Montchat - Appartement de type 3 de 74.30m² situé rue Saint Isidore à Lyon 3 dans le quartier de Montchat dans une résidence neuve et sécurisée de 2018, accessible en T3 ( arrêt Reconnaissance Balzac), en bus 25 et C13 (arrêt Place Henri) et proche des commerces de proximité. Situé au 2ème étage avec ascenseur, il se compose d'un hall d'entrée avec placard, d'une cuisine aménagée et équipée (plaque de cuisson et hotte), ouverte sur un grand séjour lumineux de 30m² donnant sur un balcon de 10m², de deux chambres dont une avec placard de rangement, d'une salle de bain et de Wc séparé. Vous disposez avec cet appartement d'un grand garage en sous sol sécurisé avec porte automatique. Le chauffage, l'eau chaude et froide sont individuels au gaz et l'entretien chaudière est collectif ( compris dans les charges). Ancienne version du Dpe : « Dpe B - Ges C » Nouvelle version en cours d'actualisation Zone soumise à encadrement des loyers : Oui Loyer de base : 973.33 € Loyer de référence majoré (loyer de base à ne pas dépasser) : 1166.51 € ""Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : Loyer de 1 206,17 euros par mois charges comprises dont 69,00 euros par mois de provision pour charges (soumis à la régularisation annuelle). Les honoraires charge locataire sont de 974,82 euros ( soit 13,12 euros/m² ) dont 225,13 euros pour état des lieux ( soit 3,03 euros/m² ). Dpe Ancienne Version. Zone soumise à encadrement des loyers. Le loyer de base du bien proposé est de 1 137,17 euros, le loyer de référence majoré (fixé par arrêté préfectoral) est de 1 322,54 euros",https://www.vizzit.fr/fr/property/appartement/lyon-3/A5e7zxn2xyheughy,rue Saint Isidore,Place Henri,rue Saint Isidore
Lyon 8ème (69008),1 025 €,21 m² - Studio,"Venez poser vos valises dans un studio prêt-à-vivre de qualité en coliving Un nouveau mode de vie combinant des appartements meublés indépendants et de grands espaces partagés décorés avec goût, pour vivre des moments conviviaux. Venez découvrir notre Habitation Emile. Une grande maison neuve au calme qui vous séduira par sa belle terrasse et son espace extérieur. Elle se situe à Lyon 8, quartier du Grand Trou/ St Jean de Dieu, à proximité des transports T2, T4 et C12, des commerces de proximité et à 10 minutes à pied du parc Sergent Blandan. Au 2 € étage, un appartement meublé 21,80 m² et tout équipé vous attend : Espace kitchenette : vaisselle, micro-ondes, réfrigérateur, plaque vitrocéramique, table et chaise pour les repas. Espace nuit : lit de qualité hôtelière avec linge de lit fourni, bureau avec fauteuil ergonomique. Salle d'eau privative : grande douche, Wc, meuble vasque, sèche-serviettes, linge de toilette fourni. ? En plus, profitez de 68.52 m² d'espaces partagés et de services inclus : Cuisine entièrement équipée : lave-vaisselle, micro-ondes, four, machine à café en grains? à disposition Salon Tv : Netflix, console Switch, ?jeux de société et espace détente Internet très haut débit sécurisé dans toute la maison Buanderie : lave-linge?, sèche-linge?, aspirateur, table à repasser en libre accès Terrasse ensoleillée exposée plein sud? avec mobilier de jardin. Vélos à disposition pour vos déplacements.? (Piste cyclable devant l'habitation qui vous mène à l'hypercentre lyonnais.) Un.e référent.e dédié.e pour vous accompagner au quotidien. Loyer : 1025 euros/mois charges comprises (dont 125 euros de charges forfaitaires) + 35 euros/mois de services mutualisés obligatoires. Total : 1060 euros Ttc Honoraires à la charge du locataire : 403,49 euros (dont 93,11 euros d'état des lieux) Dépôt de garantie : 818,18 euros Appartement éligible aux Als de la Caf. Intéressé.E ? Contactez-nous dès maintenant pour planifier une visite et découvrir votre futur chez-vous ! Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : georisques. Gouv. Fr",https://www.vizzit.fr/fr/property/appartement/lyon-8/A4iuyozdtu7ac63q,,,
Lyon 3ème (69003),826 €,38 m² - 2 pièces,"Joli T2 de 38.6m² proche de tous les commerces - T2 de 38.6m² avec place de parking situé avenue Lacassagne. Ce T2 situé au 2ème étage avec ascenseur d'une résidence récent et sécurisée, est composé d'une entrée avec rangements, d'une cuisine aménagée et équipée (plaques, hotte, four), d'un séjour avec une baie vitrée, d'une chambre avec placard, d'une salle de bain et d'un Wc. Idéalement situé, proche de la gare et du centre commercial la Part-dieu et de nombreux commerces. A 5 minutes à pied du tramway et 10 minutes à pieds du métro B. Vous disposerez d'une place de stationnement privative en sous sol sécurisé. Chauffage, eau chaude et eau froide individuel au gaz. L'entretien de la chaudière est collectif. « Dpe C - Ges C » Ce logement est éligible au dépôt de garantie simplifié avec DepoZen. Explorez ce bien en détail grâce à notre visite virtuelle immersive. Zone soumise à encadrement des loyers : Oui Loyer de base : 559.70€ Loyer de référence majoré (loyer de base à ne pas dépasser) : 671.64€ Loyer 826 € charges comprises ( dont loyer de base à 671.64€ Hors charges + 104.39 € de complément de loyers justifié par la cuisine aménagée et équipée et la place de parking et de 50€ de provision de charges ) ""Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : Loyer de 826,00 euros par mois charges comprises dont 50,00 euros par mois de provision pour charges (soumis à la régularisation annuelle). Les honoraires charge locataire sont de 506,43 euros ( soit 13,12 euros/m² ) dont 116,96 euros pour état des lieux ( soit 3,03 euros/m² ). Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 500 et 760 euros. Prix moyens des énergies indexés en 2021.",https://www.vizzit.fr/fr/property/appartement/lyon-3/Angpb04wvlg052th,place de parking,avenue Lacassagne,place de parking
Lyon 2ème (69002),1 990 €,80 m² - 4 pièces,69002 Lyon - Appartement T4 Meuble D'exception Au Coeur Du 2ème Arrondissement - Vue Sur Fourviere Et Tribunal De Lyon. 4Ème Et Dernier Etage. Cet appartement très rare de 80.08m2 est composé d'une entrée ouvrant sur pièce de vie entièrement meublée avec goût ... Voir plus sur seloger.com,https://www.vizzit.fr/fr/property/appartement/lyon-2/Ai8lbw0eyy3mj2h9,,,
Lyon 5ème (69005),664 €,34 m² - 1 pièce,"Vieux Lyon - T1bis de 34m² - Au coeur du Vieux Lyon, à deux pas du métro Vieux Lyon et du pont Alphonse juin Découvrez ce charmant T1 bis de 34 m² idéalement situé au cœur du Vieux Lyon, à proximité immédiate des transports, des commerces et des quais de Saône. L'appartement se compose d'une grande pièce de vie offrant un bel espace salon/salle à manger, d'une cuisine séparée, d'un coin nuit aménagé avec un canapé Bz et rangements, ainsi que d'une salle de bains avec Wc. En étage élevé (sans ascenseur). Un bien agréable, parfaitement situé disponible rapidement. Loyer de 664,00 euros par mois charges comprises dont 52,00 euros par mois de provision pour charges (soumis à la régularisation annuelle). Les honoraires charge locataire sont de 446,73 euros ( soit 13,12 euros/m² ) dont 103,17 euros pour état des lieux ( soit 3,03 euros/m² ). Logement à consommation énergétique excessive. Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 1 100 et 1 540 euros. Prix moyens des énergies indexés en 2023.",https://www.vizzit.fr/fr/property/appartement/lyon-5/Aiutvy3zusgstva2,,,
Lyon 6ème (69006),1 100 €,62 m² - 2 pièces,"Merci De Prendre Rdv En Ligne Via Le Formulaire De Contact Agence - Vous recevrez un lien par mail pour la prise de rendez-vous en ligne. 57 Rue de Sèze, proximité métro Foch. Au 4ème étage d'un immeuble bien entretenu, appartement T2 meublé de 62.89m² composé d... Voir plus sur seloger.com",https://www.vizzit.fr/fr/property/appartement/lyon-6/A59yz8esvwiw51td,57 Rue de Sèze,57 Rue de Sèze,57 Rue de Sèze
Lyon 7ème (69007),886 €,25 m² - 1 pièce,"Les Patios de Berthelot vous propose un Coliving de 230m² en plein coeur du 7ème arrondissement de Lyon, composé de 7 suites privatives meublées et équipées, d'espaces communs de 110m² de grande qualité : salon, cuisine entièrement équipée, salle de sport, sa... Voir plus sur seloger.com",https://www.vizzit.fr/fr/property/appartement/lyon-7/Akty2p8uqns5uetw,,,
Lyon 4ème (69004),1 034 €,43 m² - 2 pièces,"A Louer -T2 Meuble De 43.94M² A Croix Rousse - Vivez au cœur du 4ème arrondissement dans un appartement meublé lumineux avec garage ! Situé sur le boulevard de la Croix-Rousse, à deux pas des commerces et des commodités, cet appartement entièrement meublé de deux pièces allie confort et emplacement privilégié. Au sein d'un immeuble récent, ce logement de 43.94m² offre une belle pièce de vie de 26.38m² avec une cuisine équipée, une agréable chambre avec rangements, une salle de bain avec une machine à laver, ainsi qu'un garage privatif, un véritable atout en centre-ville. Profitez d'une vie citadine pratique et confortable, à proximité immédiate de tous les services. Contactez nous vite pour organiser une visite et saisir cette belle opportunité sur la Croix-Rousse. Complement De Loyer Compris A Hauteur De 100€ Pour Le Garage Privatif. Loyer Soumis A Encadrement Des Loyers : Loyer Referent : 16.40€M² / Loyer Majore : 19.70€M². Loyer de 1 033,62 euros par mois charges comprises dont 68,00 euros par mois de provision pour charges (soumis à la régularisation annuelle). Les honoraires charge locataire sont de 571,22 euros ( soit 13,00 euros/m² ) dont 131,82 euros pour état des lieux ( soit 3,00 euros/m² ). Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 740 et 1 050 euros. Prix moyens des énergies indexés en 2023. Zone soumise à encadrement des loyers. Le loyer de base du bien proposé est de 965,62 euros, le loyer de référence majoré (fixé par arrêté préfectoral) est de 865,618 euros et le complément de loyer est de 100 euros par mois.Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques :",https://www.vizzit.fr/fr/property/appartement/lyon-4/Anzgj3c00q2fohr0,boulevard de la Croix-Rousse,boulevard de la Croix-Rousse,boulevard de la Croix-Rousse
Lyon 4ème (69004),850 €,47 m² - 1 pièce,"Au cœur de la Croix Rousse rue d'IVRY, Appartement avec une grande pièce de vie de 27 m² avec cuisine équipée chambre de 12 m² dressing de 4 m² salle d'eau équipée très bon Dpe double vitrages récents. Loyer mensuel 830 € Hc + charges mensuelles 20 € hon. Loc... Voir plus sur seloger.com",https://www.vizzit.fr/fr/property/appartement/lyon-4/A9ffwp5w5n7765tc,rue d'IVRY,,rue d'IVRY
Lyon 3ème (69003),835 €,45 m² - 2 pièces,"Très bel appartement traversant entièrement rénové - Situé au 94 cours du Docteur Long, très bel appartement traversant entièrement rénové, comprenant : Une entrée desservant un séjour lumineux avec parquet et cheminée décorative Une cuisine ouverte équipée (plaque vitrocéramique 3 feux, four, lave-vaisselle) Une chambre avec rangements intégrés Un espace bureau agrémenté d'une verrière donnant sur la chambre Une salle de bains L'appartement est équipé de fenêtres double vitrage. Une cave n°9 complète ce bien Chauffage individuel électrique Eau chaude individuelle électrique Eau froide individuelle Zone soumise encadrement des loyers. Loyer de référence : 589.55 € Loyer de référence majoré : 707.46 € Complément de loyer:103 € Si ce bien vous intéresse, nous vous invitons déposer votre dossier de candidature sur notre site . Loyer de 835,00 euros par mois charges comprises dont 25,00 euros par mois de provision pour charges (soumis la régularisation annuelle). Les honoraires charge locataire sont de 594,99 euros ( soit 13,12 euros/m² ) dont 137,41 euros pour état des lieux ( soit 3,03 euros/m² ). Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 990 et 1370 euros. Prix moyens des énergies indexés en 2023. Zone soumise encadrement des loyers. Le loyer de base du bien proposé est de 810 euros, le loyer de référence majoré (fixé par arrêté préfectoral) est de 707,46 euros et le complément de loyer est de 103 euros par mois.",https://www.vizzit.fr/fr/property/appartement/lyon-3/Atffyeivf006h05e,94 cours du Docteur Long,94 cours du Docteur Long,94 cours du Docteur Long
Lyon 7ème (69007),397 €,18 m² - Studio,"A Louer -T1 De 18.15M² Dans Le 7Eme, Grande Rue De La Guillotiere - Dans le cœur vivant du 7ème arrondissement de Lyon, découvrez ce studio fonctionnel idéalement situé, parfait pour une vie citadine tout à pied. Situé au 1er étage d'un immeuble ancien, grande rue de la Guillotière, cet appartement de 18,15 m² entièrement repeint offre une pièce principale lumineuse, une salle d'eau et une cuisine aménagée. Le logement bénéficie d'un agencement optimisé, au sein d'un quartier dynamique avec commerces, transports et universités à proximité immédiate. Ne manquez pas cette opportunité rare à petit loyer pour vivre au centre de Lyon. Contactez nous dès maintenant pour organiser une visite et découvrir ce studio sans attendre. Loyer Soumis A Encadrement Des Loyers : Loyer Referent : 17.10€M² / Loyer Majore : 20.50€M². Loyer de 397,08 euros par mois charges comprises dont 25,00 euros par mois de provision pour charges (soumis à la régularisation annuelle). Les honoraires charge locataire sont de 235,95 euros ( soit 13,00 euros/m² ) dont 54,45 euros pour état des lieux ( soit 3,00 euros/m² ). Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 560 et 800 euros. Prix moyens des énergies indexés en 2023. Zone soumise à encadrement des loyers. Le loyer de base du bien proposé est de 372,08 euros, le loyer de référence majoré (fixé par arrêté préfectoral) est de 372,075 eurosLes informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques :",https://www.vizzit.fr/fr/property/appartement/lyon-7/A9n4jy2kdr10kmtw,Rue De La Guillotiere,,Rue De La Guillotiere
Lyon 3ème (69003),600 €,38 m² - 1 pièce,"82 Route de Genas Lyon 3, un joli T1 au 1er étage avec ascenseur de 38 m2 comprenant, un hall d'entrée, un séjour avec parquet et alcôve, une cuisine meublée, une salle de bains et Wc. Chauffage individuel électrique Eau chaude individuelle électrique et Eau froide collective Libre le Dpe : E Appartement soumis la garantie loyer impayé Loyer de référence : 650.48 € Loyer majoré de 20 % : 779.82 € Merci de déposer votre dossier en ligne sur le site . Loyer de 600,00 euros par mois charges comprises dont 30,00 euros par mois de provision pour charges (soumis la régularisation annuelle). Les honoraires charge locataire sont de 494,52 euros ( soit 13,00 euros/m² ) dont 115,26 euros pour état des lieux ( soit 3,03 euros/m² ). Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 780 et 1100 euros. Prix moyens des énergies indexés en 1948.",https://www.vizzit.fr/fr/property/appartement/lyon-3/Ala52vanzrx0yrii,82 Route de Genas,82 Route de Genas Lyon 3,82 Route de Genas
Lyon 8ème (69008),555 €,19 m² - Studio,"Votre agence Les Clés D'alexia vous invite à découvrir ce studio meublé qui offre un espace de vie fonctionnel et agréable, idéal pour un étudiant, un jeune actif ou un pied à terre. Lumineux et bien agencé, il se compose d’une pièce principale confortable a... Voir plus sur seloger.com",https://www.vizzit.fr/fr/property/appartement/lyon-8/Alhg6le6hqvp3jla,,,
Lyon 3ème (69003),820 €,55 m² - 2 pièces,Salon : - Un salon chaleureux et confortable. - Cet espace convivial est équipé d'un canapé-lit de 140 x 190 cm et d'une Smart Tv avec de nombreuses chaînes et la possibilité de vous connecter à Netflix. Idéal pour partager des moments conviviaux avec vos pro... Voir plus sur seloger.com,https://www.vizzit.fr/fr/property/appartement/lyon-3/Ald04a4nzl3zhvxc,,,
Lyon 7ème (69007),3 000 €,150 m² - 2 pièces,"Exclusivite
Nous vous proposons un local professionnel ou commercial en Rdc entièrement rénové et moderne de 150m² situé Avenue Berthelot, sur la ligne du tramway T2 Arrêts 'Route de Vienne ou Jet d'eau'.
Vous profiterez d'un local moderne type industriel, loft, en retrait de l'Avenue avec près de 90m² au Rdc et une mezzanine de 49m² et un bureau fermé de 11m².
Le local est climatisé, possède une cuisine équipée et a la jouissance privative d'une terrasse.
Aucun travaux ne sont à prévoir
- Type : Locaux Commerciaux
- Surfaces : 150m²
- Honoraires : 15 % Ht du loyer annuel Ht/Hc en sus charge preneur
- Fiscal : T.V.A.
- Bail : 3-6-9 ans
- Révision annuelle : Ilc Indice des Loyers Commerciaux
- Paiement Loyer : Trimestriel d'avance
- Dépôt de garantie : 3 mois de loyer mensuel Ht Hc",https://www.vizzit.fr/fr/property/maison/lyon-7/Agfnd22i11mqp79p,Avenue Berthelot,Avenue Berthelot,Avenue Berthelot
Lyon 3ème (69003),1 189 €,39 m² - Studio,"Grand studio meublé traversant de 39,4 m² en rez-de-chaussée, situé dans le 3ème arrondissement de Lyon (proche de Dauphiné-Lacassagne). Le logement se compose d’une pièce principale de plus de 2,8m sous plafond intégrant un espace nuit ouvert (lit double 140x1... Voir plus sur seloger.com",https://www.vizzit.fr/fr/property/appartement/lyon-3/A4iimk9ct8bgug9w,,,
Lyon 2ème (69002),747 €,33 m² - 1 pièce,"Loyer : 747 € par mois charges comprises
charges comprises dont  - 104 € par mois de provision pour charges - régularisation annuelle Dépôt de garantie : 1 285 € Honoraires charge locataire : 434 € Ttc dont   - 100 € Ttc pour état des lieux Appartement T1 Meuble - 33.05 M² - 14 Rue D'amboise - 69002 Lyon - Appartement T1 Meuble - 33.05 M² - 14 Rue D'amboise - 69002 Lyona louer un appartement de type 1 meublé situé au 4ème étage (avec ascenseur) d'une résidence sécurisée en plein centre de lyon , idéalement situé à proximité immédiate des commerces, de la place Bellecour ainsi que des transports en communs. Il est composé d'une entrée, d'une grande pièce principale avec séjour/cuisine équipée et meublée ( frigidaire, lave-vaisselle, plaque de cuisson, lave-linge, micro-onde), un coin nuit avec lit , une salle d'eau et un wc séparé. Chauffage : individuel électrique (climatisation réversible)Eau chaude : individuelle électriqueL'eau froide n'est pas comprise dans les charges. Loyer de 746.73 euros par mois charges comprises dont 104 euros par mois de provision pour charges (soumis à la régularisation annuelle).Zone soumise à l'encadrement des loyers :Loyer de référence : 19.8 €/m² soit 654.39eurosLoyer de référence majoré : 23.8 €/m² soit 786.59 eurosDépôt de garantie : 1 285,46 €Les honoraires charge locataire sont de 429.65 euros (soit 13,12 euros/m²) comprenant :- 333.47 € pour la constitution du dossier, la visite et la rédaction du bail (soit 10 euros/m²)- 100.14 € pour la réalisation de l'état des lieux (soit 3 euros/m²)DPE : E (2025)Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 800 et 1180 € (prix indexés en 2023)Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques Loyer de 746,73 euros par mois charges comprises dont 104,00 euros par mois de provision pour charges (soumis à la régularisation annuelle). Les honoraires charge locataire sont de 433,61 euros ( soit 13,12 euros/m² ) dont 100,14 euros pour état des lieux ( soit 3,03 euros/m² ). Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 850 et 1 180 euros. Prix moyens des énergies indexés en 2023.",https://www.vizzit.fr/fr/property/appartement/lyon-2/Azrpstx651e1s822,14 Rue D'amboise,14 Rue D'amboise - 69002 Lyon - Appartement T1 Meuble - 33,14 Rue D'amboise
