id_annonce,site,prix,surface,prix_m2,type,description,code_postal,ville,latitude,longitude,url,quartier,type_local,dist_vice_sex-shop,nb_vice_sex-shop_500m,dist_vice_bar,nb_vice_bar_500m,dist_vice_tabac,nb_vice_tabac_500m,dist_vice_cbd_shop,nb_vice_cbd_shop_500m,dist_gentrification_épicerie_fine,nb_gentrification_épicerie_fine_500m,dist_gentrification_atelier_vélo,nb_gentrification_atelier_vélo_500m,dist_nuisance_aire_de_jeux,nb_nuisance_aire_de_jeux_500m,dist_nuisance_discothèque,nb_nuisance_discothèque_500m,dist_superstition_pompes_funèbres,nb_superstition_pompes_funèbres_500m,dist_gentrification_salle_sport,nb_gentrification_salle_sport_500m,dist_vice_kebab,nb_vice_kebab_500m,dist_gentrification_crèche,nb_gentrification_crèche_500m,dist_nuisance_école,nb_nuisance_école_500m,dist_vice_casino,nb_vice_casino_500m,dist_gentrification_yoga,nb_gentrification_yoga_500m,dist_gentrification_torréfacteur,nb_gentrification_torréfacteur_500m,dist_gentrification_fleuriste,nb_gentrification_fleuriste_500m,dist_nuisance_salle_de_concert,nb_nuisance_salle_de_concert_500m,dist_nuisance_station_service,nb_nuisance_station_service_500m,dist_superstition_cimetière,nb_superstition_cimetière_500m
669,ParuVendu,710.0,28.0,25.36,Appartement,28 m2 5,69005,Lyon,45.76375652669241,4.797653581269264,https://www.paruvendu.fr/immobilier/location/appartement/1286209569A1KILHAP000,Point du Jour / St Just,Studio/T1,2676.0,0,105.0,1,115.0,1,1392.0,0,1410.0,0,1291.0,0,129.0,5,1340.0,0,90.0,1,714.0,0,1384.0,0,1491.0,0,218.0,7,4871.0,0,1266.0,0,1392.0,0,643.0,0,2858.0,0,433.0,1,1069.0,0
670,ParuVendu,910.0,62.0,14.68,Appartement,62 m2 8,69008,Lyon,45.74578190747403,4.86584524319679,https://www.paruvendu.fr/immobilier/location/appartement/1287907763A1KILHAP000,Monplaisir / Bachut,T3,1756.0,0,181.0,6,122.0,2,1748.0,0,106.0,1,297.0,1,188.0,8,1432.0,0,906.0,0,342.0,2,456.0,3,966.0,0,192.0,10,4451.0,0,1563.0,0,43.0,2,128.0,3,3672.0,0,186.0,1,927.0,0
671,ParuVendu,2694.0,75.0,35.92,Appartement,75 m2 2,69002,Lyon,45.75376467641458,4.8296513326424,https://www.paruvendu.fr/immobilier/location/appartement/1287865986A1KILHAP000,Ainay,Grand (T4+),1070.0,0,64.0,13,91.0,3,44.0,2,168.0,9,245.0,4,209.0,15,622.0,0,500.0,0,85.0,8,240.0,2,633.0,0,74.0,14,3885.0,0,228.0,2,79.0,2,37.0,6,1919.0,0,1800.0,0,1513.0,0
672,ParuVendu,950.0,27.0,35.19,Appartement,27 m2 6,69006,Lyon,45.77051929084099,4.856510392407231,https://www.paruvendu.fr/immobilier/location/appartement/1287262680A1KILHAP000,Brotteaux / Foch,Studio/T1,1198.0,0,103.0,16,81.0,2,176.0,2,194.0,7,509.0,0,368.0,2,379.0,1,58.0,1,316.0,4,343.0,1,1565.0,0,162.0,10,1609.0,0,650.0,0,288.0,1,268.0,3,1612.0,0,1808.0,0,3127.0,0
673,ParuVendu,1880.0,94.0,20.0,Appartement,94 m2 2,69002,Lyon,45.74933751812478,4.822761182230036,https://www.paruvendu.fr/immobilier/location/appartement/1288360369A1KILHAP000,Ainay,Grand (T4+),1739.0,0,204.0,7,321.0,2,683.0,0,527.0,0,636.0,0,162.0,7,490.0,1,852.0,0,501.0,0,238.0,2,384.0,1,203.0,7,4575.0,0,501.0,0,710.0,0,309.0,2,2523.0,0,1355.0,0,1534.0,0
674,ParuVendu,820.0,33.0,24.85,Appartement,33 m2 8,69008,Lyon,45.738218100914175,4.861313324316521,https://www.paruvendu.fr/immobilier/location/appartement/1288351521A1KILHAP000,Monplaisir / Bachut,Studio/T1,2441.0,0,325.0,1,679.0,0,2088.0,0,872.0,0,138.0,1,168.0,4,798.0,0,514.0,0,296.0,1,108.0,2,440.0,1,230.0,6,5217.0,0,1432.0,0,872.0,0,124.0,1,4176.0,0,482.0,1,433.0,2
675,ParuVendu,900.0,25.0,36.0,Appartement,25 m2 2,69002,Lyon,45.74942400537018,4.828885317988167,https://www.paruvendu.fr/immobilier/location/appartement/1288351344A1KILHAP000,Ainay,Studio/T1,1551.0,0,111.0,11,99.0,3,410.0,2,99.0,3,578.0,0,132.0,5,136.0,1,482.0,1,115.0,5,270.0,4,670.0,0,126.0,7,4344.0,0,115.0,2,396.0,1,364.0,3,2405.0,0,1412.0,0,1537.0,0
676,ParuVendu,908.0,45.0,20.18,Appartement,45 m2 8,69008,Lyon,45.73711802151755,4.858581540252435,https://www.paruvendu.fr/immobilier/location/appartement/1288349781A1KILHAP000,Monplaisir / Bachut,T2,2532.0,0,541.0,0,461.0,1,2088.0,0,1089.0,0,302.0,2,110.0,5,653.0,0,454.0,3,509.0,0,307.0,1,635.0,0,302.0,4,5316.0,0,1337.0,0,1079.0,0,358.0,2,4190.0,0,709.0,0,246.0,2
677,ParuVendu,668.0,34.0,19.65,Appartement,34 m2 1,69001,Lyon,45.77082471014316,4.828973607570213,https://www.paruvendu.fr/immobilier/location/appartement/1288346671A1KILHAP000,Pentes Croix-Rousse,Studio/T1,332.0,2,123.0,45,237.0,3,423.0,1,362.0,4,228.0,7,232.0,10,234.0,4,1135.0,0,304.0,3,301.0,4,645.0,0,111.0,24,2409.0,0,304.0,1,526.0,0,413.0,1,317.0,1,872.0,0,1497.0,0
678,ParuVendu,550.0,18.0,30.56,Appartement,18 m2 3,69003,Lyon,45.753084774217704,4.868409924278994,https://www.paruvendu.fr/immobilier/location/appartement/1288346139A1KILHAP000,Part-Dieu / Villette,Studio/T1,1257.0,0,127.0,3,502.0,0,1681.0,0,900.0,0,400.0,1,132.0,7,1630.0,0,1246.0,0,549.0,0,231.0,2,1376.0,0,229.0,9,3725.0,0,1646.0,0,878.0,0,205.0,2,3242.0,0,658.0,0,1582.0,0
679,ParuVendu,1317.0,104.0,12.66,Appartement,104 m2 9,69009,Lyon,45.76722788454604,4.7885842004078425,https://www.paruvendu.fr/immobilier/location/appartement/1288345440A1KILHAP000,Vaise / Valmy,Grand (T4+),3375.0,0,879.0,0,862.0,0,1621.0,0,1636.0,0,1738.0,0,179.0,3,1825.0,0,838.0,0,971.0,0,1508.0,0,2292.0,0,372.0,6,5346.0,0,1559.0,0,1642.0,0,335.0,1,3474.0,0,930.0,0,1842.0,0
680,ParuVendu,906.0,47.0,19.28,Appartement,47 m2 3,69003,Lyon,45.75020048087027,4.884033608073841,https://www.paruvendu.fr/immobilier/location/appartement/1288109975A1KILHAP000,Montchat,T2,2467.0,0,84.0,5,357.0,2,2844.0,0,157.0,4,726.0,0,226.0,7,2609.0,0,847.0,0,320.0,1,1083.0,0,1978.0,0,134.0,7,4544.0,0,2837.0,0,1281.0,0,214.0,1,4418.0,0,1362.0,0,2419.0,0
681,ParuVendu,1530.0,69.0,22.17,Appartement,69 m2 3,69003,Lyon,45.75122140914017,4.866239889747833,https://www.paruvendu.fr/immobilier/location/appartement/1286004057A1KILHAP000,Part-Dieu / Villette,T3,1272.0,0,358.0,4,644.0,0,1556.0,0,684.0,0,612.0,0,84.0,6,1766.0,0,1191.0,0,447.0,1,155.0,2,1303.0,0,48.0,6,3872.0,0,1566.0,0,649.0,0,397.0,1,3250.0,0,446.0,1,1315.0,0
682,ParuVendu,810.0,26.0,31.15,Appartement,26 m2 4,69004,Lyon,45.77462782964477,4.823429739733197,https://www.paruvendu.fr/immobilier/location/appartement/1287488102A1KILHAP000,Croix-Rousse Plateau,Studio/T1,917.0,0,97.0,6,680.0,0,701.0,0,292.0,1,610.0,0,49.0,11,836.0,0,824.0,0,530.0,0,78.0,1,537.0,0,186.0,18,2539.0,0,825.0,0,613.0,0,84.0,2,857.0,0,269.0,2,923.0,0
683,ParuVendu,885.0,65.0,13.62,Appartement,65 m2 7,69007,Lyon,45.74241455692387,4.839643304664482,https://www.paruvendu.fr/immobilier/location/appartement/1287181345A1KILHAP000,Guillotière / Jean Macé,T3,2283.0,0,286.0,1,541.0,0,1357.0,0,538.0,0,607.0,0,333.0,2,675.0,0,836.0,0,559.0,0,71.0,2,481.0,1,351.0,5,4817.0,0,559.0,0,1359.0,0,527.0,0,3204.0,0,840.0,0,396.0,1
684,ParuVendu,725.0,35.0,20.71,Appartement,35 m2 4,69004,Lyon,45.775436267823395,4.827581798810493,https://www.paruvendu.fr/immobilier/location/appartement/1288336494A1KILHAP000,Croix-Rousse Plateau,T2,758.0,0,97.0,12,354.0,4,368.0,1,89.0,3,305.0,4,132.0,13,718.0,0,701.0,0,222.0,2,385.0,2,271.0,1,114.0,13,2211.0,0,500.0,0,287.0,2,333.0,2,663.0,0,384.0,1,1019.0,0
685,ParuVendu,530.0,30.0,17.67,Appartement,30 m2 3,69003,Lyon,45.75227539090939,4.8956833481134705,https://www.paruvendu.fr/immobilier/location/appartement/1288336441A1KILHAP000,Montchat,Studio/T1,3238.0,0,318.0,1,865.0,0,3496.0,0,782.0,0,310.0,1,156.0,4,3201.0,0,1085.0,0,233.0,2,1763.0,0,2806.0,0,495.0,1,4912.0,0,3515.0,0,2192.0,0,380.0,1,5106.0,0,2295.0,0,3347.0,0
686,ParuVendu,1317.0,72.0,18.29,Appartement,72 m2 8,69008,Lyon,45.74092241890631,4.85761220223364,https://www.paruvendu.fr/immobilier/location/appartement/1288336299A1KILHAP000,Monplaisir / Bachut,T3,2104.0,0,699.0,0,554.0,0,1680.0,0,847.0,0,554.0,0,148.0,5,682.0,0,139.0,7,392.0,1,339.0,2,827.0,0,358.0,2,4889.0,0,1034.0,0,810.0,0,238.0,1,3777.0,0,816.0,0,203.0,3
687,ParuVendu,900.0,28.0,32.14,Appartement,28 m2 4,69004,Lyon,45.77317821598,4.8201412983560905,https://www.paruvendu.fr/immobilier/location/appartement/1288335222A1KILHAP000,Croix-Rousse Plateau,Studio/T1,1065.0,0,189.0,3,836.0,0,991.0,0,572.0,0,748.0,0,178.0,8,715.0,0,961.0,0,743.0,0,245.0,1,667.0,0,104.0,13,2839.0,0,743.0,0,895.0,0,132.0,2,1035.0,0,366.0,2,1019.0,0
688,ParuVendu,850.0,46.0,18.48,Appartement,46 m2 9,69009,Lyon,45.77370328200333,4.814505912462181,https://www.paruvendu.fr/immobilier/location/appartement/1288329133A1KILHAP000,Vaise / Valmy,T2,1497.0,0,382.0,3,401.0,1,550.0,0,615.0,0,461.0,1,320.0,4,383.0,1,1025.0,0,602.0,0,666.0,0,519.0,0,313.0,4,3212.0,0,579.0,0,582.0,0,486.0,1,1474.0,0,590.0,0,1013.0,0
689,ParuVendu,1050.0,45.0,23.33,Appartement,45 m2 9,69009,Lyon,45.7868938109224,4.812100194125174,https://www.paruvendu.fr/immobilier/location/appartement/1288326756A1KILHAP000,Vaise / Valmy,T2,2500.0,0,161.0,1,842.0,0,1406.0,0,826.0,0,780.0,0,101.0,2,1771.0,0,740.0,0,997.0,0,80.0,1,995.0,0,429.0,1,3163.0,0,1427.0,0,1442.0,0,315.0,1,2413.0,0,707.0,0,656.0,0
690,ParuVendu,550.0,56.0,9.82,Appartement,56 m2 7,69007,Lyon,45.75231448225089,4.841756802442102,https://www.paruvendu.fr/immobilier/location/appartement/1288326718A1KILHAP000,Guillotière / Jean Macé,T3,1334.0,0,80.0,44,97.0,9,413.0,1,271.0,3,37.0,7,82.0,4,423.0,2,288.0,1,229.0,3,106.0,9,425.0,1,118.0,11,3707.0,0,229.0,2,879.0,0,123.0,3,2159.0,0,892.0,0,1354.0,0
691,ParuVendu,800.0,55.0,14.55,Appartement,55 m2 8,69008,Lyon,45.7250956967235,4.872063594104444,https://www.paruvendu.fr/immobilier/location/appartement/1288326693A1KILHAP000,Monplaisir / Bachut,T3,4068.0,0,858.0,0,890.0,0,3767.0,0,2260.0,0,390.0,1,436.0,1,1232.0,0,1038.0,0,712.0,0,663.0,0,1399.0,0,272.0,6,6801.0,0,3022.0,0,2146.0,0,628.0,0,5857.0,0,1528.0,0,1922.0,0
692,ParuVendu,1479.0,95.0,15.57,Appartement,95 m2 3,69003,Lyon,45.75945872985151,4.866489359344473,https://www.paruvendu.fr/immobilier/location/appartement/1288325084A1KILHAP000,Part-Dieu / Villette,Grand (T4+),864.0,0,403.0,1,299.0,1,1158.0,0,1170.0,0,325.0,2,211.0,9,936.0,0,1406.0,0,358.0,3,507.0,0,1195.0,0,76.0,9,3007.0,0,1133.0,0,806.0,0,311.0,1,2722.0,0,1196.0,0,2097.0,0
693,ParuVendu,862.0,525.0,1.64,Appartement,525 m2 7,69007,Lyon,45.73352330479165,4.824748681213259,https://www.paruvendu.fr/immobilier/location/appartement/1288324838A1KILHAP000,Gerland,Grand (T4+),3346.0,0,429.0,3,906.0,0,2202.0,0,537.0,0,422.0,1,103.0,6,283.0,1,1923.0,0,286.0,1,205.0,1,469.0,2,216.0,6,6097.0,0,1335.0,0,2190.0,0,511.0,0,4201.0,0,411.0,1,1643.0,0
694,ParuVendu,1990.0,53.0,37.55,Appartement,53 m2 6,69006,Lyon,45.77223357344447,4.840703869126402,https://www.paruvendu.fr/immobilier/location/appartement/1288323129A1KILHAP000,Brotteaux / Foch,T2,661.0,0,274.0,13,355.0,1,726.0,0,505.0,0,335.0,1,131.0,13,398.0,3,1142.0,0,333.0,1,772.0,0,565.0,0,261.0,11,1678.0,0,581.0,0,641.0,0,401.0,3,399.0,1,1209.0,0,2030.0,0
695,ParuVendu,2516.0,170.0,14.8,Appartement,170 m2 3,69003,Lyon,45.74678142404446,4.878918699981808,https://www.paruvendu.fr/immobilier/location/appartement/1287089185A1KILHAP000,Montchat,Grand (T4+),2330.0,0,211.0,2,200.0,2,2633.0,0,167.0,1,1137.0,0,258.0,3,2325.0,0,353.0,4,277.0,1,558.0,0,1430.0,0,224.0,5,4684.0,0,2583.0,0,757.0,0,540.0,0,4316.0,0,926.0,0,1924.0,0
696,ParuVendu,1200.0,19.0,63.16,Appartement,19 m2 8,69008,Lyon,45.72458284370126,4.872683008844249,https://www.paruvendu.fr/immobilier/location/appartement/1287262705A1KILHAP000,Monplaisir / Bachut,Studio/T1,4138.0,0,858.0,0,964.0,0,3840.0,0,2325.0,0,328.0,1,451.0,1,1304.0,0,1078.0,0,764.0,0,632.0,0,1468.0,0,307.0,6,6867.0,0,3097.0,0,2207.0,0,701.0,0,5930.0,0,1595.0,0,1997.0,0
697,ParuVendu,1300.0,55.0,23.64,Appartement,Loft 55 m2 9,69009,Lyon,45.77043053469123,4.815996617223418,https://www.paruvendu.fr/immobilier/location/loft/1287254385A1KILHLT000,Vaise / Valmy,T3,1310.0,0,160.0,4,609.0,0,787.0,0,550.0,0,713.0,0,199.0,6,355.0,1,1058.0,0,642.0,0,676.0,0,875.0,0,138.0,3,3267.0,0,754.0,0,822.0,0,558.0,0,1325.0,0,772.0,0,966.0,0
698,ParuVendu,1165.0,55.0,21.18,Appartement,55 m2 8,69008,Lyon,45.74468473586443,4.871106711145683,https://www.paruvendu.fr/immobilier/location/appartement/1287262727A1KILHAP000,Monplaisir / Bachut,T3,2076.0,0,76.0,3,235.0,3,2164.0,0,340.0,1,723.0,0,239.0,5,1771.0,0,480.0,1,101.0,2,93.0,3,906.0,0,46.0,14,4677.0,0,1970.0,0,107.0,2,280.0,2,4033.0,0,428.0,1,1281.0,0
699,ParuVendu,851.0,40.0,21.27,Appartement,40 m2 6,69006,Lyon,45.764449063598704,4.866623563976638,https://www.paruvendu.fr/immobilier/location/appartement/1288313037A1KILHAP000,Brotteaux / Foch,T2,1017.0,0,135.0,4,226.0,1,870.0,0,873.0,0,188.0,1,57.0,8,577.0,0,1001.0,0,87.0,1,710.0,0,1442.0,0,128.0,4,2501.0,0,968.0,0,832.0,0,286.0,1,2512.0,0,1542.0,0,2612.0,0
700,ParuVendu,1100.0,71.0,15.49,Appartement,71 m2 8,69008,Lyon,45.74541957458097,4.86368610535176,https://www.paruvendu.fr/immobilier/location/appartement/1288310647A1KILHAP000,Monplaisir / Bachut,T3,1722.0,0,105.0,5,259.0,2,1630.0,0,242.0,1,167.0,1,140.0,5,1262.0,0,789.0,0,489.0,1,535.0,0,953.0,0,208.0,9,4455.0,0,1394.0,0,168.0,2,37.0,3,3600.0,0,328.0,1,758.0,0
701,ParuVendu,902.0,48.0,18.79,Appartement,48 m2 8,69008,Lyon,45.72403723234783,4.869024056637616,https://www.paruvendu.fr/immobilier/location/appartement/1288302824A1KILHAP000,Monplaisir / Bachut,T2,4113.0,0,1008.0,0,904.0,0,3752.0,0,2346.0,0,606.0,0,690.0,0,1125.0,0,1241.0,0,886.0,0,921.0,0,1465.0,0,511.0,0,6868.0,0,2960.0,0,2258.0,0,560.0,0,5852.0,0,1608.0,0,1872.0,0
702,ParuVendu,840.0,48.0,17.5,Appartement,48 m2 8,69008,Lyon,45.73988576028131,4.85535991790661,https://www.paruvendu.fr/immobilier/location/appartement/1288300923A1KILHAP000,Monplaisir / Bachut,T2,2212.0,0,817.0,0,352.0,1,1703.0,0,1056.0,0,511.0,0,334.0,5,518.0,0,90.0,8,574.0,0,416.0,2,937.0,0,480.0,2,4993.0,0,947.0,0,1019.0,0,168.0,1,3807.0,0,957.0,0,39.0,3
703,ParuVendu,584.0,18.0,32.44,Appartement,18 m2 8,69008,Lyon,45.73309362957096,4.859413596940587,https://www.paruvendu.fr/immobilier/location/appartement/1288301502A1KILHAP000,Monplaisir / Bachut,Studio/T1,2983.0,0,346.0,1,194.0,1,2521.0,0,1449.0,0,521.0,0,272.0,4,210.0,1,890.0,0,855.0,0,113.0,1,725.0,0,238.0,8,5768.0,0,1707.0,0,1456.0,0,487.0,1,4625.0,0,867.0,0,625.0,0
704,ParuVendu,2226.0,133.0,16.74,Appartement,133 m2 4,69004,Lyon,45.78280361543262,4.832388504156478,https://www.paruvendu.fr/immobilier/location/appartement/1288298288A1KILHAP000,Croix-Rousse Plateau,Grand (T4+),1453.0,0,382.0,3,391.0,1,560.0,0,810.0,0,515.0,0,190.0,6,1260.0,0,133.0,9,256.0,3,376.0,1,344.0,1,291.0,6,1595.0,0,256.0,1,682.0,0,377.0,1,1309.0,0,462.0,1,985.0,0
705,ParuVendu,1700.0,89.0,19.1,Appartement,89 m2 1,69001,Lyon,45.77058731703162,4.8270089241163205,https://www.paruvendu.fr/immobilier/location/appartement/1287203248A1KILHAP000,Pentes Croix-Rousse,Grand (T4+),471.0,1,57.0,38,305.0,3,502.0,0,450.0,3,269.0,7,192.0,11,357.0,2,1206.0,0,372.0,3,296.0,3,752.0,0,71.0,22,2544.0,0,415.0,2,617.0,0,445.0,2,471.0,1,794.0,0,1437.0,0
706,ParuVendu,992.0,68.0,14.59,Appartement,68 m2 8,69008,Lyon,45.73643187944755,4.887063229720364,https://www.paruvendu.fr/immobilier/location/appartement/1287619919A1KILHAP000,Monplaisir / Bachut,T3,3576.0,0,556.0,0,493.0,1,3696.0,0,1331.0,0,1176.0,0,169.0,3,2264.0,0,529.0,0,486.0,1,213.0,1,1577.0,0,169.0,7,5996.0,0,3350.0,0,1601.0,0,610.0,0,5555.0,0,1534.0,0,2438.0,0
707,ParuVendu,1065.0,38.0,28.03,Appartement,38 m2 3,69003,Lyon,45.7542974898392,4.844988212362968,https://www.paruvendu.fr/immobilier/location/appartement/1287262950A1KILHAP000,Préfecture / Quais,T2,1009.0,0,66.0,43,164.0,5,129.0,1,85.0,3,202.0,10,139.0,13,686.0,0,117.0,3,193.0,5,180.0,10,583.0,0,150.0,13,3440.0,0,311.0,2,1108.0,0,263.0,4,2019.0,0,609.0,0,1529.0,0
708,ParuVendu,695.0,30.0,23.17,Appartement,30 m2 4,69004,Lyon,45.782648672535494,4.832489770925939,https://www.paruvendu.fr/immobilier/location/appartement/1288110415A1KILHAP000,Croix-Rousse Plateau,Studio/T1,1435.0,0,364.0,3,374.0,1,542.0,0,793.0,0,509.0,0,171.0,6,1242.0,0,115.0,9,239.0,3,358.0,1,325.0,1,276.0,6,1590.0,0,239.0,1,665.0,0,359.0,1,1290.0,0,460.0,1,996.0,0
709,ParuVendu,1332.0,74.0,18.0,Appartement,74 m2 6,69006,Lyon,45.77399754079748,4.845096445070028,https://www.paruvendu.fr/immobilier/location/appartement/1287396648A1KILHAP000,Brotteaux / Foch,T3,1053.0,0,149.0,1,199.0,1,835.0,0,511.0,0,478.0,2,278.0,2,787.0,0,987.0,0,355.0,2,789.0,0,737.0,0,74.0,8,1336.0,0,491.0,1,637.0,0,622.0,0,786.0,0,1407.0,0,2234.0,0
710,ParuVendu,852.0,55.0,15.49,Appartement,55 m2 7,69007,Lyon,45.73486658820208,4.8301568549191485,https://www.paruvendu.fr/immobilier/location/appartement/1288273308A1KILHAP000,Gerland,T3,3135.0,0,337.0,3,462.0,1,2005.0,0,530.0,0,254.0,1,207.0,7,683.0,0,1643.0,0,354.0,2,460.0,3,475.0,2,21.0,7,5818.0,0,1077.0,0,1995.0,0,472.0,1,4009.0,0,542.0,0,1203.0,0
711,ParuVendu,620.0,19.0,32.63,Appartement,19 m2 3,69003,Lyon,45.76317436071838,4.840721458748611,https://www.paruvendu.fr/immobilier/location/appartement/1288252642A1KILHAP000,Préfecture / Quais,Studio/T1,538.0,0,44.0,27,102.0,1,162.0,2,152.0,10,126.0,12,249.0,7,444.0,1,671.0,0,192.0,12,399.0,2,1093.0,0,337.0,6,2575.0,0,305.0,2,494.0,1,334.0,4,979.0,0,1349.0,0,2103.0,0
712,ParuVendu,715.0,16.0,44.69,Appartement,16 m2 9,69009,Lyon,45.79136344339852,4.82336154271479,https://www.paruvendu.fr/immobilier/location/appartement/1287749904A1KILHAP000,Vaise / Valmy,Studio/T1,2516.0,0,893.0,0,933.0,0,1693.0,0,1754.0,0,980.0,0,313.0,1,2375.0,0,799.0,0,1397.0,0,1079.0,0,853.0,0,475.0,1,2396.0,0,1397.0,0,1778.0,0,1018.0,0,2401.0,0,1220.0,0,789.0,0
713,ParuVendu,950.0,30.0,31.67,Appartement,30 m2 5,69005,Lyon,45.75995554681273,4.797957161449504,https://www.paruvendu.fr/immobilier/location/appartement/1287262917A1KILHAP000,Point du Jour / St Just,Studio/T1,2720.0,0,321.0,1,309.0,1,1751.0,0,1779.0,0,1053.0,0,65.0,8,1613.0,0,335.0,1,792.0,0,1371.0,0,1349.0,0,237.0,3,5067.0,0,1623.0,0,1756.0,0,434.0,1,2981.0,0,464.0,1,1069.0,0
714,ParuVendu,920.0,55.0,16.73,Appartement,55 m2 2,69002,Lyon,45.747542078332295,4.821904645232448,https://www.paruvendu.fr/immobilier/location/appartement/1288203223A1KILHAP000,Confluence,T3,1945.0,0,55.0,7,493.0,1,872.0,0,656.0,0,666.0,0,220.0,5,545.0,0,1041.0,0,341.0,1,120.0,1,574.0,0,162.0,6,4781.0,0,663.0,0,885.0,0,209.0,2,2734.0,0,1163.0,0,1688.0,0
715,ParuVendu,1082.0,56.0,19.32,Appartement,56 m2 1,69001,Lyon,45.77152655398688,4.8346844934921664,https://www.paruvendu.fr/immobilier/location/appartement/1288181609A1KILHAP000,Pentes Croix-Rousse,T3,239.0,1,49.0,48,276.0,6,490.0,1,125.0,4,272.0,1,130.0,14,31.0,5,1039.0,0,310.0,6,400.0,2,393.0,1,161.0,12,2033.0,0,326.0,1,493.0,1,234.0,3,88.0,2,952.0,0,1715.0,0
716,ParuVendu,1230.0,105.0,11.71,Appartement,105 m2 3,69003,Lyon,45.75231573859983,4.896255864629619,https://www.paruvendu.fr/immobilier/location/appartement/1288140877A1KILHAP000,Montchat,Grand (T4+),3280.0,0,358.0,1,907.0,0,3532.0,0,825.0,0,348.0,1,113.0,4,3238.0,0,1096.0,0,261.0,2,1787.0,0,2845.0,0,523.0,0,4939.0,0,3554.0,0,2235.0,0,421.0,1,5145.0,0,2339.0,0,3391.0,0
717,ParuVendu,970.0,36.0,26.94,Appartement,36 m2 5,69005,Lyon,45.756032708140594,4.805264890839626,https://www.paruvendu.fr/immobilier/location/appartement/1288140989A1KILHAP000,Point du Jour / St Just,T2,2339.0,0,848.0,0,237.0,1,1886.0,0,1617.0,0,412.0,1,166.0,4,1120.0,0,788.0,0,366.0,1,757.0,0,807.0,0,51.0,6,4876.0,0,1795.0,0,1921.0,0,577.0,0,2715.0,0,726.0,0,847.0,0
718,ParuVendu,850.0,27.0,31.48,Appartement,27 m2 3,69003,Lyon,45.75369524121617,4.894458534724545,https://www.paruvendu.fr/immobilier/location/appartement/1288140614A1KILHAP000,Montchat,Studio/T1,3108.0,0,204.0,1,748.0,0,3337.0,0,739.0,0,184.0,1,305.0,2,3042.0,0,1234.0,0,60.0,2,1869.0,0,2831.0,0,474.0,2,4731.0,0,3366.0,0,2177.0,0,264.0,1,4956.0,0,2248.0,0,3314.0,0
719,ParuVendu,940.0,47.0,20.0,Appartement,47 m2 4,69004,Lyon,45.780962552848564,4.811897562572586,https://www.paruvendu.fr/immobilier/location/appartement/1287809262A1KILHAP000,Croix-Rousse Plateau,T2,2055.0,0,657.0,0,384.0,1,799.0,0,368.0,1,487.0,1,263.0,4,1111.0,0,698.0,0,500.0,0,599.0,0,416.0,1,340.0,4,3197.0,0,804.0,0,819.0,0,551.0,0,1989.0,0,52.0,1,560.0,0
720,ParuVendu,520.0,20.0,26.0,Appartement,20 m2 7,69007,Lyon,45.7261487354791,4.823322769045383,https://www.paruvendu.fr/immobilier/location/appartement/1287807095A1KILHAP000,Gerland,Studio/T1,4172.0,0,776.0,0,1151.0,0,3028.0,0,660.0,0,884.0,0,114.0,4,572.0,0,2725.0,0,124.0,1,645.0,0,673.0,0,145.0,1,6906.0,0,2142.0,0,3016.0,0,591.0,0,5029.0,0,446.0,1,2220.0,0
721,ParuVendu,647.0,21.0,30.81,Appartement,21 m2 3,69003,Lyon,45.74640559609384,4.893272290002393,https://www.paruvendu.fr/immobilier/location/appartement/1287778801A1KILHAP000,Montchat,Studio/T1,3296.0,0,673.0,0,1023.0,0,3676.0,0,678.0,0,794.0,0,269.0,4,3158.0,0,425.0,1,592.0,0,1102.0,0,2302.0,0,240.0,3,5297.0,0,3667.0,0,1834.0,0,654.0,0,5250.0,0,2041.0,0,3008.0,0
722,ParuVendu,580.0,20.0,29.0,Appartement,20 m2 1,69001,Lyon,45.77099916420045,4.817997366486113,https://www.paruvendu.fr/immobilier/location/appartement/1287807096A1KILHAP000,Pentes Croix-Rousse,Studio/T1,1169.0,0,205.0,4,720.0,0,894.0,0,540.0,0,667.0,0,223.0,7,505.0,0,1171.0,0,659.0,0,515.0,0,832.0,0,43.0,11,3100.0,0,659.0,0,928.0,0,397.0,1,1169.0,0,646.0,0,1090.0,0
723,ParuVendu,820.0,46.0,17.83,Appartement,46 m2 7,69007,Lyon,45.736997228536794,4.8399352986042095,https://www.paruvendu.fr/immobilier/location/appartement/1287262961A1KILHAP000,Guillotière / Jean Macé,T2,2801.0,0,114.0,3,338.0,1,1908.0,0,1106.0,0,198.0,2,183.0,5,810.0,0,1062.0,0,148.0,2,99.0,1,961.0,0,120.0,4,5403.0,0,1008.0,0,1906.0,0,325.0,1,3803.0,0,242.0,1,458.0,1
724,ParuVendu,750.0,17.0,44.12,Appartement,17 m2 2,69002,Lyon,45.74755356642407,4.818658498076162,https://www.paruvendu.fr/immobilier/location/appartement/1288105967A1KILHAP000,Confluence,Studio/T1,2076.0,0,207.0,4,631.0,0,1054.0,0,745.0,0,622.0,0,247.0,7,695.0,0,1143.0,0,320.0,2,369.0,1,618.0,0,325.0,8,4911.0,0,874.0,0,1086.0,0,404.0,2,2822.0,0,1226.0,0,1608.0,0
