id_annonce,site,prix,surface,prix_m2,type,description,code_postal,ville,url,latitude,longitude
460,SeLoger,1493.0,104.0,14.36,Appartement,"3 pièce - 2 chambre - s, s, 104 m², étage",69002,Lyon,https://www.seloger.com/annonces/locations/appartement/lyon-2eme-69/bellecour-ainay/247874107.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D3#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,45.75265567186962,4.832588542005356
461,SeLoger,870.0,50.0,17.4,Appartement,"1 pièce - 50 m², Étage 1/5",69002,Lyon,https://www.seloger.com/annonces/locations/appartement/lyon-2eme-69/bellecour-ainay/256781699.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D3#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,45.75198144218318,4.827616448950041
462,SeLoger,895.0,55.5,16.13,Appartement,"2 pièce - 1 chambre - s, , 55,5 m², RDC",69007,Lyon,https://www.seloger.com/annonces/locations/appartement/lyon-7eme-69/253932609.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D3#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,45.735752289418,4.842203769222144
463,SeLoger,1370.0,62.0,22.1,Appartement,"5 pièce - 2 chambre - s, s, 62 m², étage",69001,Lyon,https://www.seloger.com/annonces/locations/appartement/lyon-1er-69/croix-paquet/258007889.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D3#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,45.77073053361486,4.826328819301418
464,SeLoger,1056.0,50.0,21.12,Appartement,"2 pièce - 1 chambre - s, , 50 m², étage",69003,Lyon,https://www.seloger.com/annonces/locations/appartement/lyon-3eme-69/part-dieu/257960439.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D3#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,45.753479725631806,4.860054553707066
466,SeLoger,660.0,19.9,33.17,Appartement,"1 pièce - 19,9 m², Étage 1/5, dès le 16/01/2026",69000,Lyon,https://www.seloger.com/annonces/locations/appartement/villeurbanne-69/perraliere/257827045.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D3#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,45.776537329310905,4.8465521879327715
467,SeLoger,990.0,43.0,23.02,Appartement,"2 pièce - 1 chambre - s, , 43 m², étage",69004,Lyon,https://www.seloger.com/annonces/locations/appartement/lyon-4eme-69/croix-rousse-centre/257960441.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D3#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,45.7755777698958,4.8329826087272965
470,SeLoger,1062.0,68.0,15.62,Appartement,"2 pièce - 1 chambre - s, , 68 m², étage",69009,Lyon,https://www.seloger.com/annonces/locations/appartement/lyon-9eme-69/la-duchere/258223553.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D3#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,45.78101103834483,4.796886934535809
471,SeLoger,990.0,58.0,17.07,Appartement,"3 pièce - 2 chambre - s, s, 58 m², étage",69008,Lyon,https://www.seloger.com/annonces/locations/appartement/lyon-8eme-69/transvaal/257710401.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D3#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,45.72851549551937,4.872715047302822
472,SeLoger,935.0,33.0,28.33,Appartement,"1 pièce - 33 m², étage, dès le 13/02/2026",69001,Lyon,https://www.seloger.com/annonces/locations/appartement/lyon-1er-69/croix-paquet/258223541.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D3#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,45.77165991132593,4.832776621196783
473,SeLoger,1030.0,45.0,22.89,Appartement,"2 pièce - 1 chambre - s, , 45 m², étage",69009,Lyon,https://www.seloger.com/257710419/detail.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D3#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,45.77167971855256,4.79530962525168
479,SeLoger,1145.0,65.0,17.62,Appartement,"3 pièce - 2 chambre - s, s, 65 m², Étage 5/7",69000,Lyon,https://www.seloger.com/annonces/locations/appartement/lyon-8eme-69/le-grand-trou/2664MUP178ZA.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D4#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M,45.76456503575935,4.822959986978476
481,SeLoger,1190.0,50.0,23.8,Appartement,"2 pièce - 1 chambre - s, , 50 m², étage",69005,Lyon,https://www.seloger.com/annonces/locations/appartement/lyon-5eme-69/vieux-lyon/257704029.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D4#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,45.7535008389449,4.806032029859928
482,SeLoger,675.0,46.0,14.67,Appartement,"3 pièce - 2 chambre - s, s, 46 m², étage",69008,Lyon,https://www.seloger.com/annonces/locations/appartement/lyon-8eme-69/laennec-mermoz/257690319.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D4#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,45.742030994116824,4.870813106281218
484,SeLoger,1905.0,96.2,19.8,Appartement,"4 pièce - 3 chambre - Duplex s, s, 96,2 m², Étage 2/2",69000,Lyon,https://www.seloger.com/annonces/locations/appartement/tassin-la-demi-lune-69/centre-ville/257923363.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D4#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,45.78300965171739,4.830698221549248
490,SeLoger,908.0,37.8,24.02,Appartement,"1 pièce - 37,8 m², étage, dès le 31/01/2026",69006,Lyon,https://www.seloger.com/257890245/detail.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D4#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M,45.770760484994845,4.852175520090181
492,SeLoger,622.0,50.0,12.44,Appartement,"3 pièce - 2 chambre - s, s, 50 m², étage",69003,Lyon,https://www.seloger.com/annonces/locations/appartement/lyon-3eme-69/part-dieu/257690307.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D4#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,45.75669707638334,4.862393879891166
495,SeLoger,1249.0,75.0,16.65,Appartement,"3 pièce - 5 chambre - s, s, 75 m², Étage 2/6",69002,Lyon,https://www.seloger.com/annonces/locations/appartement/lyon-2eme-69/cordeliers-celestins-bourse/258027051.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D4#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M,45.75287092996926,4.8379284981718795
496,SeLoger,1378.0,72.0,19.14,Appartement,"3 pièce - 2 chambre - s, s, 72 m², 7 étages",69004,Lyon,https://www.seloger.com/annonces/locations/appartement/lyon-4eme-69/croix-rousse-gros-caillou/258013929.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D4#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M,45.774271766098344,4.8298289412147035
497,SeLoger,1108.0,52.3,21.19,Appartement,"2 pièce - 1 chambre - s, , 52,3 m², RDC",69005,Lyon,https://www.seloger.com/annonces/locations/appartement/lyon-5eme-69/point-du-jour-menival/258219607.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D4#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M,45.759012958349196,4.805074926352619
498,SeLoger,1300.0,87.6,14.84,Appartement,"4 pièce - 3 chambre - s, s, 87,6 m², 1 étages",69000,Lyon,https://www.seloger.com/annonces/locations/appartement/francheville-69/francheville-le-bas-chater/258157715.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D4#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,45.75441664627559,4.846698614883086
499,SeLoger,1346.0,63.7,21.13,Appartement,"3 pièce - 2 chambre - s, s, 63,7 m², étage",69002,Lyon,https://www.seloger.com/annonces/locations/appartement/lyon-2eme-69/perrache-le-confluent/258157711.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D4#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M,45.751218023783586,4.835849114102973
500,SeLoger,1250.0,52.0,24.04,Appartement,"3 pièce - 2 chambre - s, s, 52 m², Étage 2/5",69002,Lyon,https://www.seloger.com/annonces/locations/appartement/lyon-2eme-69/bellecour-ainay/258223775.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D4#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,45.74863209507213,4.829957010332326
502,SeLoger,1460.0,47.0,31.06,Appartement,"2 pièce - 1 chambre - s, , 47 m², Étage 6/7",69003,Lyon,https://www.seloger.com/annonces/locations/appartement/lyon-3eme-69/part-dieu/257870197.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D4#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,45.76615422171641,4.872269730569993
505,SeLoger,738.0,58.3,12.66,Appartement,"2 pièce - 1 chambre - s, , 58,3 m², étage",69006,Lyon,https://www.seloger.com/258252837/detail.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D4#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M,45.77361902684182,4.858926180295893
507,SeLoger,1490.0,83.0,17.95,Appartement,"4 pièce - 3 chambre - s, s, 83 m², étage",69003,Lyon,https://www.seloger.com/annonces/locations/appartement/lyon-3eme-69/villette/257651647.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D5#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,45.75730500757703,4.863982010941281
508,SeLoger,1990.0,53.0,37.55,Appartement,"2 pièce - 1 chambre - s, , 53 m², étage",69006,Lyon,https://www.seloger.com/annonces/locations/appartement/lyon-6eme-69/les-brotteaux-bellecombe-massena/257798625.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D5#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M,45.76961453477557,4.848560351298774
509,SeLoger,896.0,64.5,13.89,Appartement,"3 pièce - 2 chambre - s, s, 64,5 m², Étage 4/5",69008,Lyon,https://www.seloger.com/annonces/locations/appartement/lyon-8eme-69/transvaal/258039451.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D5#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,45.72915682801351,4.8696454183943185
510,SeLoger,550.0,18.0,30.56,Studio,"1 pièce - Studio , 18 m², Étage 3/5",69000,Lyon,https://www.seloger.com/257993059/detail.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D5#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M,45.770953700826894,4.819591256321795
511,SeLoger,1290.0,67.1,19.23,Appartement,"3 pièce - 2 chambre - s, s, 67,1 m², Étage 2/6",69003,Lyon,https://www.seloger.com/annonces/locations/appartement/lyon-3eme-69/part-dieu/258076725.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D5#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M,45.75802981112855,4.873656273781177
512,SeLoger,1171.0,46.0,25.46,Appartement,"1 pièce - 46 m², Étage 5/5, dès le 04/02/2026",69000,Lyon,https://www.seloger.com/annonces/locations/appartement/lyon-1er-69/saint-vincent/26QZ8EBSDW4F.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D5#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M,45.75171164844174,4.8264166731113916
513,SeLoger,650.0,25.9,25.1,Appartement,"1 pièce - 25,9 m², Étage 6/9",69000,Lyon,https://www.seloger.com/annonces/locations/appartement/lyon-6eme-69/les-brotteaux-bellecombe-massena/258223661.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D5#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,45.76253992127032,4.818960790759706
514,SeLoger,875.0,63.0,13.89,Appartement,"2 pièce - 1 chambre - s, , 63 m², étage",69007,Lyon,https://www.seloger.com/annonces/locations/appartement/lyon-7eme-69/jean-mace/257700733.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D5#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M,45.73731344030798,4.845669265494499
516,SeLoger,1390.0,79.0,17.59,Appartement,"4 pièce - 3 chambre - s, s, 79 m², étage",69000,Lyon,https://www.seloger.com/annonces/locations/appartement/champagne-au-mont-d-or-69/contour/256387563.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D5#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,45.75958438676221,4.826666476053783
517,SeLoger,2262.0,150.9,14.99,Appartement,"5 pièce - 4 chambre - s, s, 150,9 m², Étage 5/5",69003,Lyon,https://www.seloger.com/annonces/locations/appartement/lyon-3eme-69/la-guillotiere-nord/257890243.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D5#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M,45.75291822207028,4.878035525321136
519,SeLoger,1004.0,72.7,13.81,Appartement,"4 pièce - 3 chambre - s, s, 72,7 m², étage",69003,Lyon,https://www.seloger.com/annonces/locations/appartement/lyon-3eme-69/sans-souci-dauphine/257256601.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D5#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M,45.74786709784464,4.855860424931281
521,SeLoger,700.0,43.0,16.28,Appartement,"1 pièce - 43 m², Étage 2/2, disponible dès maintenant",69008,Lyon,https://www.seloger.com/annonces/locations/appartement/lyon-8eme-69/le-grand-trou/258222863.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D5#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,45.74153831611932,4.876218615761294
522,SeLoger,1204.0,77.5,15.54,Appartement,"4 pièce - 3 chambre - Duplex s, s, 77,5 m², RDC",69009,Lyon,https://www.seloger.com/annonces/locations/appartement/lyon-9eme-69/saint-rambert/257773875.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D5#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M,45.78622517752384,4.811195740799084
527,SeLoger,2580.0,146.7,17.59,Maison,"6 pièce - 5 chambre - Maison s, s, 146,7 m², 508 m² de terrain",69009,Lyon,https://www.seloger.com/annonces/locations/maison/lyon-9eme-69/gorge-du-loup-champvert/257008443.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D5#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,45.78422085336473,4.806641513450196
528,SeLoger,1069.0,67.0,15.96,Appartement,"3 pièce - 2 chambre - s, s, 67 m², Étage 4/7",69008,Lyon,https://www.seloger.com/annonces/locations/appartement/lyon-8eme-69/transvaal/258192509.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D5#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,45.74367542749907,4.867818900939403
529,SeLoger,892.0,40.0,22.3,Appartement,"2 pièce - 1 chambre - Duplex s, , 40 m²",69005,Lyon,https://www.seloger.com/annonces/locations/appartement/lyon-5eme-69/fourviere-saint-just/258166785.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D5#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M,45.75862632251781,4.808665658850836
530,SeLoger,1190.0,78.0,15.26,Appartement,"4 pièce - 3 chambre - s, s, 78 m², étage",69000,Lyon,https://www.seloger.com/annonces/locations/appartement/champagne-au-mont-d-or-69/contour/256656035.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D5#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,45.75328355009782,4.820775031850304
531,SeLoger,1850.0,40.0,46.25,Appartement,"2 pièce - 1 chambre - s, , 40 m², dès le 01/02/2026",69001,Lyon,https://www.seloger.com/annonces/locations/appartement/lyon-1er-69/croix-paquet/257798607.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D5#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M,45.76888108850775,4.830867231255202
532,SeLoger,1433.0,124.0,11.56,Appartement,"3 pièce - 2 chambre - s, s, 124 m², Étage 1/6",69000,Lyon,https://www.seloger.com/annonces/locations/appartement/lyon-2eme-69/bellecour-ainay/26SD8D691GDG.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D5#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M,45.75038219493047,4.834104115667849
533,SeLoger,1044.0,55.8,18.71,Appartement,"2 pièce - 1 chambre - s, , 55,8 m², étage",69007,Lyon,https://www.seloger.com/annonces/locations/appartement/lyon-7eme-69/la-guillotiere-sud/258221911.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D5#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,45.732705676388015,4.841348242893971
535,SeLoger,2340.0,82.9,28.23,Appartement,"3 pièce - 2 chambre - s, s, 82,9 m², Étage 3/3",69006,Lyon,https://www.seloger.com/257374093/detail.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D5#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M,45.773282247190956,4.860313819063378
536,SeLoger,565.0,47.0,12.02,Appartement,"3 pièce - 2 chambre - s, s, 47 m², étage",69008,Lyon,https://www.seloger.com/annonces/locations/appartement/lyon-8eme-69/laennec-mermoz/257292527.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D5#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,45.739098760351396,4.871764855044291
537,SeLoger,762.0,42.3,18.01,Appartement,"2 pièce - 1 chambre - s, , 42,3 m², étage",69008,Lyon,https://www.seloger.com/annonces/locations/appartement/lyon-8eme-69/monplaisir-le-bachut/257780539.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D5#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,45.744642674780366,4.8766106191332925
538,SeLoger,1210.0,70.4,17.19,Appartement,"3 pièce - 2 chambre - s, s, 70,4 m², étage",69003,Lyon,https://www.seloger.com/annonces/locations/appartement/lyon-3eme-69/villette/256964003.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D5#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,45.754971406047495,4.857526795575816
539,SeLoger,1787.0,91.0,19.64,Appartement,"4 pièce - 3 chambre - s, s, 91 m², Étage 3/4",69002,Lyon,https://www.seloger.com/annonces/locations/appartement/lyon-2eme-69/cordeliers-celestins-bourse/257479333.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D6#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M,45.757312180887546,4.829721880596769
540,SeLoger,1300.0,76.0,17.11,Appartement,"3 pièce - 2 chambre - s, s, 76 m², Étage 2/7",69004,Lyon,https://www.seloger.com/annonces/locations/appartement/lyon-4eme-69/plateau-de-la-croix-rousse-saone/258257337.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D6#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M,45.7768392944825,4.831789799393248
541,SeLoger,872.0,25.0,34.88,Appartement,"1 pièce - 25 m², RDC/4, disponible dès maintenant",69003,Lyon,https://www.seloger.com/annonces/locations/appartement/lyon-3eme-69/part-dieu/258257329.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D6#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M,45.756134503817336,4.8780994855814725
542,SeLoger,3320.0,118.0,28.14,Appartement,"3 pièce - 2 chambre - s, s, 118 m², étage",69002,Lyon,https://www.seloger.com/annonces/locations/appartement/lyon-2eme-69/bellecour-ainay/258257485.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D6#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M,45.74864248983129,4.827681519491319
543,SeLoger,1290.0,83.0,15.54,Appartement,"3 pièce - 2 chambre - s, s, 83 m², étage",69003,Lyon,https://www.seloger.com/annonces/locations/appartement/lyon-3eme-69/part-dieu/258222899.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D6#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,45.764004778519705,4.877596098990962
544,SeLoger,1372.0,125.0,10.98,Appartement,"4 pièce - 3 chambre - s, s, 125 m², étage",69003,Lyon,https://www.seloger.com/annonces/locations/appartement/lyon-3eme-69/montchat/258223007.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D6#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,45.744792113024374,4.871417695640347
545,SeLoger,660.0,23.0,28.7,Appartement,"1 pièce - 23 m², Étage 1/7",69000,Lyon,https://www.seloger.com/258193261/detail.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D6#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M,45.752231318651894,4.845735201002479
547,SeLoger,927.0,53.5,17.33,Appartement,"2 pièce - 1 chambre - s, , 53,5 m², Étage 2/5",69006,Lyon,https://www.seloger.com/annonces/locations/appartement/lyon-6eme-69/les-brotteaux-bellecombe-massena/257941401.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D6#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M,45.76788250727474,4.8531482655624
548,SeLoger,1300.0,60.0,21.67,Appartement,"2 pièce - 1 chambre - s, , 60 m², Étage 1/3",69000,Lyon,https://www.seloger.com/annonces/locations/appartement/ecully-69/le-perollier/255314869.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D6#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,45.751396962801834,4.831544530257566
549,SeLoger,869.0,52.8,16.46,Appartement,"2 pièce - 1 chambre - s, , 52,8 m², étage",69001,Lyon,https://www.seloger.com/annonces/locations/appartement/lyon-1er-69/terreaux/257935465.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D6#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M,45.77208978317841,4.827467724139385
550,SeLoger,614.0,38.2,16.07,Appartement,"1 pièce - 38,2 m², Étage 2/3",69005,Lyon,https://www.seloger.com/annonces/locations/appartement/lyon-5eme-69/fourviere-saint-just/257910563.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D6#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M,45.75965316818664,4.811038302231272
551,SeLoger,1680.0,82.0,20.49,Appartement,"3 pièce - 2 chambre - s, s, 82 m², Étage 6/6",69000,Lyon,https://www.seloger.com/annonces/locations/appartement/lyon-3eme-69/la-guillotiere-nord/26V8X5KZQTFQ.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D6#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M,45.761585520809106,4.843401176195177
552,SeLoger,2100.0,91.0,23.08,Appartement,"3 pièce - 2 chambre - s, s, 91 m², Étage 6/6",69001,Lyon,https://www.seloger.com/annonces/locations/appartement/lyon-1er-69/terreaux/257902663.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D6#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M,45.771574445411495,4.835031811069334
553,SeLoger,731.0,35.2,20.77,Appartement,"1 pièce - 35,2 m², étage",69006,Lyon,https://www.seloger.com/annonces/locations/appartement/lyon-6eme-69/les-brotteaux-bellecombe-massena/257890241.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D6#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M,45.77140139112492,4.861553297240355
554,SeLoger,1200.0,45.0,26.67,Appartement,"2 pièce - 1 chambre - s, , 45 m², Étage 4/4",69002,Lyon,https://www.seloger.com/annonces/locations/appartement/lyon-2eme-69/cordeliers-celestins-bourse/258007617.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D6#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M,45.75465524963686,4.83070635626565
555,SeLoger,1150.0,64.0,17.97,Appartement,"3 pièce - 2 chambre - s, s, 64 m², RDC/4",69005,Lyon,https://www.seloger.com/annonces/locations/appartement/lyon-5eme-69/point-du-jour-menival/257995951.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D6#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,45.75045434908188,4.806983148863221
