Titre,Prix,Lien,Image,DerniereVue,Description
Appartement 43 m2 Lyon 3,1 230 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1295638033A1KILHAP000,https://img.paruvendu.fr/media_ext/_https_/www.allyoucanpost.com/f0/0e/L2FkLXBpY3R1cmUvNmFiNGFmMjdkMThiMTBkNWVmMGI5MTVjL3BpY3R1cmUtMC5qcGc_dHM9MTc5MDIyNjIxNSYyMDI2MDkyNDExMTc0MA_rct?func=crop&w=320&gravity=auto,2026-09-24,"Appartement de 43 m2 à louer sur Lyon Appartement meublé et équipé entièrement refait à neuf. L'appartement se situe dans le secteur résidentiel Montchat près de la place ronde. Il est composé d'une belle pièce à vivre très lumineuse, une cuisine ouverte entièrement équipée, une salle de bain moderne, ainsi qu'une chambre décorée avec soin et son accès direct au balcon. Idéalement situé près de tout commerce et du tram t3. Le loyer inclus les charges qui comprennent l'eau, l'électricité, les charge de copropriété, taxe d'ordure ménagère et la box internet. Loyer avec encadrement des loyers : 721,28€ Complément : 313,72€ Total : 1035€ HC Charges : 195€ Loyer CC : 1230€ 43,7 m2 Carrez 39,2m Pour constituer votre dossier locataire : • Pièce d'identité • Contrat de travail ou justificatif de scolarité (pour les étudiants) • 3 derniers bulletins de salaire • Dernier avis d'imposition Pour le(s) garant(s) : • Nom complet • Pièce d'identité • Contrat de travail • 3 derniers bulletins de salaire • Dernier avis d'imposition Une attestation de l'ancien propriétaire confirmant que les loyers sont à jour, ainsi que ses coordonnées complètes et son numéro de téléphone. Chercher un logement, c'est l'enfer, alors on a créé 123 Loger pour vous simplifier la vie. Combien ça coûte ? Vous réglez le pass de 34 euros (29 euros pour les étudiants). Le pass est mensuel, votre profil reste actif tant que vous restez abonné-e. Sans engagement, vous pouvez vous désabonner très facilement. Nous offrons une garantie satisfait-e ou remboursé-e pendant 1 mois. Comment ça marche ? Sur 123 Loger, ce sont les propriétaires qui contactent les locataires et ça change tout. 1 - Vous définissez vos critères : villes, surface, budget, etc 2 - Vous décrivez votre profil locataire : CDI, étudiant, indépendant, revenus, garant, etc… Une fois pour toute ! 3 - Les propriétaires consultent votre profil et vous contactent directement. À bientôt sur 123 Loger. CC TTC Charges : 195 euros/mois Lieu : Rhône (69)"
Appartement 80 m2 Lyon 8,480 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1295388800A1KILHAP000,https://img.paruvendu.fr/media_ext/_https_/media.immo-facile.com/42/44/L29mZmljZS9saW1vdXppL2NhdGFsb2cvaW1hZ2VzL3ByX3AvNS84LzgvOC8xLzcvNy8xLzU4ODgxNzcxYS5qcGc_REFURU1BSj0yOS8wNC8yMDI2LTE2OjQxOjM1JjIwMjYwOTE2MDcyNDA1_rct?func=crop&w=320&gravity=auto,2026-09-24,"Réf : 152SANTY 233- CHB1 Immobilière DABRETEAU vous propose à la location, une chambre meublée en colocation dans un appartement de type 5 situé en rez-de-chaussée du 152 avenue Paul Santy à Lyon 8ème. L'appartement de 79.58m² se compose d'une pièce de vie agréable ouverte sur une cuisine équipée et aménagée très conviviale, deux salles de douches ainsi qu'un WC individuel. La chambre privative de 11.8m² est composée d'un lit double, d'un espace de travail avec bureau et chaise ainsi qu'un coin rangement. Le chauffage , l'eau chaude et l'eau froide sont compris dans le forfait de charges. ------------------ Loyer HC : 450 euros/mois Forfait de charges : 30 euros/mois comprenant l'eau chaude, l'eau froide, l'électricité, le chauffage Dépôt de garantie : 2 mois de loyer hors charges Honoraires de location : 276.01 euros TTC comprenant (63.74 euros TTC pour l'état des lieux et 212.27 euros TTC pour la constitution du dossier). ---------------- Loyer de référence : 310.56 euros HC/mois, soit 11.30 euros/m² Loyer majoré : 373.72 euros HC/mois, soit 13.60 euros/m² Complément de loyer : 78.99 euros/mois compte tenu du fait que l'appartement a été entièrement rénové et propose pour plus de confort, des équipements supplémentaires comme une télévision, une machine à laver, magnifique parc arboré dans la copropriété, parking sécurisé, confort énergétique du logement , aucun vis à vis, internet par câble Ethernet et Wifi par la fibre. ---------------- Disponible de suite ! POUR PLANIFIER UNE VISITE : envoyez-nous un message depuis l'annonce et vous recevrez un lien pour déposer votre dossier sur la plateforme sécurisée UPLACE. Etat général : Bon Etat Année de construction : 1958 Chauffage : Individuel Chauffage (mécanisme) : Radiateur Chauffage (mode) : Electrique Cuisine : AmenageeEquipee Ascenceur : oui Charges : 30 Numéro de mandat : 152SANTY233-CHB1 Provision sur Charges : 30 euros Bareme ALUR : https://media.immo-facile.com/segments/immo/catalog/images/manufacturers_bareme/138198.pdf Honoraires Etat des lieux Locataires : 63.74 Bien situé dans une ville soumis à l'encadrement des loyers : Loyer de Référence Majoré : 258.53 euros Loyer de Base : 258.54 euros Complément loyer : 191.46 Disponible immédiatement Lieu : Rhône (69)"
Appartement Lyon 7,700 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1295382108A1KILHAP000,https://img.paruvendu.fr/media_ext/_https_/pentesimmo.staticlbi.com/d2/14/L3dhL2ltYWdlcy9iaWVucy8xL2ZlYjlhYzk0ZTZlOGI4YjVhZDczZTBhYWZlZjRhY2MwL3Bob3RvXzcyZGU2ZjE5ZTZiNTc4NWJkMWUxZjcxYzdiMjFkYTAwLmpwZz8yMDI2MDkxNTIzMTYyNA_rct?func=crop&w=320&gravity=auto,2026-09-24,"RUE DE MARSEILLE TRAM ST-ANDRE/METRO GUILLOTIERE A louer appartement de type 2 refait à neuf, extrêmement lumineux, au cinquième étage sans ascenseur, d'une surface au sol de 39 m2, et comprenant un séjour donnant sur une cuisine ouverte avec bloc évier, une chambre, salle de bains avec baignoire, salle d'eau avec W.C, espaces de rangement. Autres prestations : chauffage individuel gaz, eau chaude par cumulus électrique. DPE : D Loyer : 647,00 EUR Montant des charges : 53,00 EUR Dépôt de garantie : 647,00 EUR Honoraires à la charge du locataire : 511,68€ TTC comprenant l'état des lieux Loyer de référence : 538,20 EUR HC Loyer de référence majoré : 647,40 EUR HC PREMIER CONTACT PAR MAIL IMPERATIF 2.16.1.2 2.16.1.2 2.16.1.2 Détails : Nombre de chambre(s) : 1 Nombre de pièces : 2 Nb de salle d'eau : 1 Cuisine : Kitchenette Mode de chauffage : CONVECTEUR Type de chauffage : ELECTRIQUE Format de chauffage : INDIVIDUEL Nombre de wc : 1 Part Honoraires Etat des lieux : 115.14 euros Type de charge : forfaitaires mensuelles Charges : 53 euros/mois Lieu : Rhône (69)"
Duplex/triplex 78 m2 Lyon 3,1 140 € CC*,https://www.paruvendu.fr/immobilier/location/duplex-triplex/1295382107A1KILHDU000,https://img.paruvendu.fr/media_ext/_https_/pentesimmo.staticlbi.com/f2/57/L3dhL2ltYWdlcy9iaWVucy8xLzJhMTFhYzIzMTc4ZmU3MzZhYzMwNmQ0YjhhNDg5OGM3L3Bob3RvX2NkYWE0NzcyODE2YTZjZTBlYzczNDhiOTQzYTIzNjIwLmpwZz8yMDI2MDkxNTIzMTYyNA_rct?func=crop&w=320&gravity=auto,2026-09-24,"A louer appartement EN DUPLEX de type T3 d'une surface de 78 m2, 5ème étage sans ascenseur, comprenant au rez-de-chaussée un hall d'entrée, une cuisine avec bloc évier, un séjour avec cheminée de décoration, à l'étage, une chambre avec salle de bain et W.C, une chambre avec salle d'eau, un séjour Autres prestations : L'eau chaude et le chauffage sont distribués par une chaudière, double vitrage. DPE : C Proche tous commerces et transport. Loyer : 1.064,00 EUR Montant des charges : 76,00 EUR Dépôt de garantie : 1.064,00 EUR Honoraires à la charge du locataire : 1.023,36€ TTC comprenant l'état des lieux Loyer de référence : 1.064,80 EUR HC Loyer de référence majoré : 1.276,00 EUR HC PREMIER CONTACT PAR MAIL IMPERATIF 2.16.1.2 2.16.1.2 Détails : Nombre de chambre(s) : 2 Nombre de pièces : 3 Nombre de niveaux : 2 Nb de salle d'eau : 2 Cuisine : Americaine Mode de chauffage : RADIATEUR Type de chauffage : GAZ Format de chauffage : CENTRAL Nombre de wc : 1 Part Honoraires Etat des lieux : 236.34 euros Type de charge : forfaitaires mensuelles Charges : 76 euros/mois Lieu : Rhône (69)"
Appartement 90 m2 Lyon 6,2 100 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1295357428A1KILHAP000,https://img.paruvendu.fr/media_ext/_https_/media.immo-facile.com/d7/81/L29mZmljZTUvYXZlbmlyaW52ZXN0XzA0MDQyNS9jYXRhbG9nL2ltYWdlcy9wcl9wLzYvMS80LzkvOS8yLzAvNS82MTQ5OTIwNWEuanBnP0RBVEVNQUo9MTQvMDkvMjAyNi0wODoxMzozMiYyMDI2MDkyMDA3NTExNw_rct?func=crop&w=320&gravity=auto,2026-09-24,"Lyon 6ème FOCH à 50m du cours Franklin Roosevelt - Niché au DERNIER étage avec ascenseur d'un immeuble ancien sur son terrain, superbe duplex proposé en location meublée de 90m² au sol (75m² carrez) traversant est/ouest avec une magnifique vue dégagée ! Ce bien de qualité se compose d'une entrée, pièce de vie traversante avec cuisine équipée ouverte sur séjour/salle à manger donnant sur un balcon filant, 2 chambres, salle d'eau et Wc séparé. Vous découvrirez à l'étage le coin parents avec une chambre climatisée, dressing, salle d'eau et Wc séparé. Appartement très lumineux, calme, sans vis-à -vis. Votre conseiller : David Savolle Disponible à compter du 9 Octobre 2026. Loyer mensuel : 2 100 euros dont 66 euros de charges. Dépot de garantie : 4 068 euros (2 mois de loyer HC). Honoraires agences: 966,55 euros (visites, constitution des dossiers, rédaction du bail état des lieux). David SAVOLLE (EI) Agent Commercial - Numéro RSAC : 81319229100025 - Lyon. Année de construction : 1900 Chauffage : Individuel Chauffage (mécanisme) : Radiateur Chauffage (mode) : Electrique Fenêtre : Double Vitrage Ascenceur : oui Charges : 66 Précision localisation : Foch Provision sur Charges : 66 euros Bareme ALUR : https://media.immo-facile.com/segments/immo/catalog/images/manufacturers_bareme/396785.pdf Honoraires Etat des lieux Locataires : 223.05 Complément loyer : 792 Lieu : Rhône (69)"
Appartement 101 m2 Lyon 1,NC,https://www.paruvendu.fr/immobilier/location/appartement/1295356046A1KILHAP000,https://img.paruvendu.fr/media_ext/_https_/media.immo-facile.com/d1/a2/L29mZmljZTUvY29tcGFyZXRfaW1tby9jYXRhbG9nL2ltYWdlcy9wcl9wLzYvMC8xLzIvMS84LzEvMi82MDEyMTgxMmEuanBnP0RBVEVNQUo9MjcvMDIvMjAyNi0xMDo0MjoyNCYyMDI2MDkxNTExMTgxMQ_rct?func=crop&w=320&gravity=auto,2026-09-24,"Venez découvrir ce magnifique appartement de style Canut, meublé avec goût, situé au 1er étage rue des Augustins - Lyon 1er. Au bord des Quais Saint Vincent, ce bien traversant dispose d'une entrée avec bureau donnant sur une grande pièce à vivre de 65 m² avec cuisine ouverte entièrement aménagée et équipée (frigo, four, plaque, hotte, lave vaisselle). Une chambre avec cheminée décorative et dressing de 11 m² ainsi qu'une salle d'eau de 6 m². Une buanderie.. Cet appartement vous offre encore plein de surprises, il est disponible immédiatement et vous aurez seulement à déposer vos valises ! A deux pas de l'hotel de ville et de tous commodités. Métro A, bus C3, C13, C14, C18 Loyer : 1480 euros + 20 euros de charges (TOM + charges d'immeuble) DPE classe NRJ D Disponible fin septembre Pour tous renseignements ou une visite, contactez Mathilde Mathilde Lieuze (EI) Agent Commercial - Numéro RSAC : - . Surface séjour : 64 Année de construction : 1900 Chauffage : Individuel Chauffage (mécanisme) : Radiateur Chauffage (mode) : Electrique Fenêtre : Double Vitrage Cuisine : AmenageeEquipee Interphone : oui Modalité de règlement des charges : Previsionnelles_mensuelles_annuelle euros Honoraires Etat des lieux Locataires : 303 Bien situé dans une ville soumis à l'encadrement des loyers : Disponible immédiatement Lieu : Rhône (69)"
Appartement 58 m2 Lyon 6,839 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1295314084A1KILHAP000,https://img.paruvendu.fr/media_ext/_https_/media.paruvendu.fr/6d/17/L21lZGlhLXBhL1dJMTcvNy85L1dJMTc3OTMwMzg0XzEuanBlZz8yMDI2MDkxNDE0NTcwNQ_rct?func=crop&w=320&gravity=auto,2026-09-24,"MERCI Presenter candidats et garant demandé signe distance . Sera géré par mandataire sans frais pour vous. 1 mois caution. Appartement Traversant, Très Bien Isolé, pas froid hiver pas chaud été, libre calme Parking s/sol, 2 colocs étudiants ou autre, frontière Lyon 6 et charpennes à 5mn à pied metro Tram Bus campus Doua, 3 pièces en rez-de-jardin traversant avec terrasse privative 20m² sécurisé dans cour privé fermé, équipé grilles de sécurité fenêtres côté rue offrant ainsi une protection supplémentaire. Ce bien comprend deux chambres 12 m², grand placard mural dans couloir. Parking sous sol pour 2 autos enfilade Facultatif avec Petit supplément 45€ Lieu : Rhône (69)"
Appartement 60 m2 Lyon 3,1 000 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1293871325A1KILHAP000,https://img.paruvendu.fr/media_ext/_https_/media.studio-net.fr/a9/32/L2JpZW5zLzMzNjU2NTE2LzZhNzJmMDg3NTIwMjE_MjAyNjA5MjQxMDA0MjM_rct?func=crop&w=320&gravity=auto,2026-09-24,"1000€ CC / Mois A VOIR!! MONTCHAT f2bis composé d'un séjour, cuisine aménagée, chambre, alcôve, sdb, wc, digicode. Zone soumise à encadrement des loyers. Loyer de base: 960€. Loyer de référence majoré: 996€. TTES NOS OFFRES DE LOCATION SUR LOCA.FR. Réf: 6936494. Frais de convention: 220€. Cette offre s'inscrit dans le cadre de la fourniture d'un fichier. Descriptif : - Surface habitable : 60 - Nb. de pièces : 3 Montant des charges : 40 euros Disponible immédiatement Lieu : Rhône (69)"
Appartement 53 m2 Lyon 8,1 050 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1295637864A1KILHAP000,https://img.paruvendu.fr/media_ext/_https_/www.allyoucanpost.com/35/04/L2FkLXBpY3R1cmUvNmFiNGFlOTg1YzNlMzhlMjhmMDY2ZGU5L3BpY3R1cmUtMC5qcGc_dHM9MTc5MDIyNjA3MiYyMDI2MDkyNDExMTczNw_rct?func=crop&w=320&gravity=auto,2026-09-24,"Appartement de 53 m2 à louer sur Lyon ? 215 route de Vienne – Lyon 8e Superbe T2 de 53 m² entièrement remis à neuf et proposé en location meublée. Situé au 2ème étage d'une résidence agréable, cet appartement bénéficie d'un environnement particulièrement calme et plaisant à proximité des commerces, du tram, station Vélov. ? Orienté plein Est, l'appartement est lumineux et dispose d'un grand balcon accessible depuis le séjour et la cuisine, avec une vue agréable et dégagée sur le jardin intérieur de la résidence. Appartement confortable et entièrement équipé Il se compose de : ? Un séjour lumineux avec parquet en chêne massif ? Une cuisine équipée ? Une chambre avec grand placard ? Une salle de bains avec baignoire (et lave-linge) ? WC séparés ? Balcon donnant sur le jardin intérieur, accessible depuis la cuisine et le séjour. ? Garage box fermé en sous-sol inclus, idéal pour stationner votre véhicule en toute sécurité. Les +++ ? Appartement refait à neuf ? 53 m² ? Entièrement meublé et équipé ? Balcon sur jardin intérieur ? Parquet en chêne massif ? Lave-vaisselle + lave-linge ? Garage fermé en sous-sol inclus ? Tramway et commerces à proximité Ce logement est idéal pour une personne seule ou un couple sérieux, soigneux et minutieux, souhaitant profiter d'un appartement confortable et parfaitement entretenu. ? Visites sur dossier. Particuliers uniquement. Agences immobilières, merci de vous abstenir. Loyer : 1050 € / mois charges comprises DPE classe D Chercher un logement, c'est l'enfer, alors on a créé 123 Loger pour vous simplifier la vie. Combien ça coûte ? Vous réglez le pass de 34 euros (29 euros pour les étudiants). Le pass est mensuel, votre profil reste actif tant que vous restez abonné-e. Sans engagement, vous pouvez vous désabonner très facilement. Nous offrons une garantie satisfait-e ou remboursé-e pendant 1 mois. Comment ça marche ? Sur 123 Loger, ce sont les propriétaires qui contactent les locataires et ça change tout. 1 - Vous définissez vos critères : villes, surface, budget, etc 2 - Vous décrivez votre profil locataire : CDI, étudiant, indépendant, revenus, garant, etc… Une fois pour toute ! 3 - Les propriétaires consultent votre profil et vous contactent directement. À bientôt sur 123 Loger. CC TTC Charges : 120 euros/mois Lieu : Rhône (69)"
Appartement 52 m2 Lyon 2,1 199 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1293998591A1KILHAP000,https://img.paruvendu.fr/media_ext/_https_/images.lesoft.fr/85/70/L19yb2JvdHMvZXhwb3J0L2ltYWdlcy81LzEwMjYvbG9jYXRpb24vcHJpbmNpcGFsZS8xMTE2MzAuanBnPzE3ODIyMjY0OTMmMjAyNjA5MjIxODE2MTQ_rct?func=crop&w=320&gravity=auto,2026-09-24,"L'agence LOUIS'APPART vous propose en location, ce superbe T3 de 68 m² habitables dont 52 m² Carrez au 6ème étage situé 36 rue Grenette ans le 2éme arrondissement. Au centre de la Presqu'île, quartier Cordeliers, à proximité immédiate des métros, bus et commerces, ce superbe appartement bénéficie d'un emplacement privilégié. Description : Grand séjour lumineux avec poutres apparentes Sol en carrelage imitation parquet - Cuisine ouverte équipée, moderne et refaite récemment, comprenant : - plaque vitrocéramique 4 feux - évier et robinetterie récents - nombreux rangements - plan de travail style Wood - branchement lave-vaisselle - éclairage LED 2 chambres : - Deux chambres avec parquet clair. une salle d'eau avec douche, lavabo, paroi et sèche serviettes et WC. Chauffage : Pompe à chaleur Air/air Climatisation. Appartement rénové récemment. Zone soumis à l'encadrement des loyers. Surface : 52.00 m² Loyer de base : 502.39 euros/mois Loyer de référence majoré : 601.35euros/mois Complément de loyer : 597.65 euros/mois Loyer : 1149.00 euros Charges : 50.00 euros comprenant les charges de copropriété et l'entretien. Dépôt de garantie : 1149.00 euros Loyer charges comprises: 1199.00 euros Honoraires charges locataires mise en location TTC : 686.12 euros Honoraires charges locataires état des lieux d'entrée TTC : 206.04 euros Pour plus d'informations, je vous invite à me contacter: Jolie chambre meublée avec dressing en colocation entièrement meublée, située au 281 cours Emile Zola 69100 Villeurbanne avec cuisine équipée et meublée (plaques de cuisson, hotte, combiné réfrigérateur congélateur, four encastrable, machine à laver), séjour meublé, balcon sans vis à vis donnant sur terrasse, salle de bains et WC. Parking gratuit et sécurisé dans la résidence. Prestations soignées, rangements. Proche commerces et métro A Disponible de suite. Zone soumis à l'encadrement des loyers Surface totale du bien avec 3 chambres : 75.55m² Surface de la chambre : 10.71 m² Loyer de base : 287.09euros/mois Loyer de référence majoré : 345.01euros/mois Complément de loyer : 154.99euros/mois Loyer : 500euros/mois Charges : 50euros/mois comprenant l'eau froide, l'eau chaude, le chauffage collectif et les charges de copropriété Dépôt de garantie : 900 euros car location meublée. Honoraires charges locataires mise en location TTC : 251.83 euros Honoraires charges locataires état des lieux d'entrée TTC : 75.55 euros Pour plus d'informations nous vous invitons à nous contacter. AGENCE LOUIS'APPART Azedine BENZEMMA CC TTC Adresse : 36 rue Grenette, Lyon 2eme, Rhône (69)"
Appartement 64 m2 Lyon 3,1 030 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1295027751A1KILHAP000,https://img.paruvendu.fr/media_ext/_https_/media.immo-facile.com/84/19/L29mZmljZTgvc3VpdF9ob21lX3BhdHJpbW9pbmUvY2F0YWxvZy9pbWFnZXMvcHJfcC81LzQvNy80LzgvOC80LzEvNTQ3NDg4NDFhLmpwZz9EQVRFTUFKPTA0LzA5LzIwMjYtMTA6MzU6MjEmMjAyNjA5MTEwNzUzNDg_rct?func=crop&w=320&gravity=auto,2026-09-24,"L'agence SUITHOME vous propose à la location ce beau T2 de 63m2 idéalement situé rue Vendôme dans le centre de Lyon. Il se situe au 1 étage d'une magnifique copropriété de 5 étages et se compose d'une cuisine meublée et équipée, un séjour, une chambre fermée, une salle de bain et un WC. Les proportions idéales des pièces ainsi que le parquet sauront vous séduire à coup sûr. Une cave vient compléter ce bien d'exception. Loyer mensuel : 1 030.15 euros par mois; charges comprises dont 75 euros de charges récupérables par provisions (entretien des parties communes, ascenseur, chauffage). Zone soumise à encadrement des loyers Loyer de référence majoré : 1 081.26 euros Loyer de base : 902.12 euros Dépôt de garantie : 955.15 euros (soit deux mois de loyer) Performance énergétique : DPE : D GES : B Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 900 euros et 1270 euros (année de référence : 2021) Montant total des honoraires pour la visite du logement, les frais de dossier et la rédaction du bail : 831.74 euros (13 euros/m2) dont 191.94 euros (3 euros/m2) de frais d'état des lieux. Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : www.georisques.gouv.fr Mentions légales de l'agence : https://suithome.fr/wp-content/uploads/Mentions-legales-3.pdf Copropriété de 22 lots. Chauffage : Collectif Cuisine : AmenageeEquipee Charges : 75 Provision sur Charges : 75 euros Bareme ALUR : https://media.immo-facile.com/segments/immo/catalog/images/manufacturers_bareme/263431.pdf Honoraires Etat des lieux Locataires : 191.94 Bien situé dans une ville soumis à l'encadrement des loyers : Loyer de Référence Majoré : 1010.88 euros Loyer de Base : 955.15 euros Lieu : Rhône (69)"
Appartement 62 m2 Lyon 8,590 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1293477876A1KILHAP000,https://img.paruvendu.fr/media_ext/_https_/media.immo-facile.com/0e/87/L29mZmljZS9saW1vdXppL2NhdGFsb2cvaW1hZ2VzL3ByX3AvNi8wLzcvMi80LzcvNy83LzYwNzI0Nzc3YS5qcGc_REFURU1BSj0yMy8wNy8yMDI2LTE0OjI1OjEwJjIwMjYwOTA5MDcxNTE0_rct?func=crop&w=320&gravity=auto,2026-09-24,"Réf : 1DARGENT -CHB1 1 CHAMBRE EN COLOCATION DISPONIBLE TOUT DE SUITE ! Immobilière DABRETEAU vous propose à la location, une chambre meublée en colocation dans un appartement de type 3 (2 chambres seulement) situé au 1er étage du 1 Rue Professeur Marcel D'argent à Lyon 8ème. L'appartement de 61.95m² se compose d'une pièce de vie agréable et une cuisine équipée et aménagée très conviviale, 1 salle de douche ainsi qu'un WC individuel. La chambre privative de 11m² est composée d'un lit double, d'un espace de travail avec bureau et chaise ainsi qu'un placard de rangement. Le chauffage , l'eau chaude et l'eau froide sont compris dans le forfait de charges. ------------------ Loyer HC : 450.00 euros/mois Forfait de charges : 150.00 euros/mois comprenant l'eau chaude, l'eau froide, l'électricité, le chauffage Dépôt de garantie : 2 mois de loyer hors charges Honoraires de location : 150 euros TTC comprenant (50 euros TTC pour l'état des lieux et 100 euros TTC pour la constitution du dossier). ---------------- Loyer de référence : 371.97 euros HC/mois, soit 12.20 euros/m² Loyer majoré : 445.15 euros HC/mois, soit euros14.60/m² Complément de loyer : 11.15 euros/mois compte tenu du fait que l'appartement propose une vue dégagée depuis son balcon et sans vis-à-vis. L'appartement a été entièrement rénové et propose pour plus de confort, des équipements supplémentaires comme une télévision, une machine à laver. ---------------- POUR PLANIFIER UNE VISITE : envoyez-nous un message depuis l'annonce et vous recevrez un lien pour déposer votre dossier sur la plateforme sécurisée UPLACE. Etat général : Bon Etat Année de construction : 1958 Chauffage : Individuel Chauffage (mécanisme) : Radiateur Chauffage (mode) : Electrique Cuisine : AmenageeEquipee Ascenceur : oui Charges : 140 Numéro de mandat : 1DARGENT-CHB1 Provision sur Charges : 140 euros Bareme ALUR : https://media.immo-facile.com/segments/immo/catalog/images/manufacturers_bareme/138198.pdf Honoraires Etat des lieux Locataires : 50 Bien situé dans une ville soumis à l'encadrement des loyers : Loyer de Référence Majoré : 258.53 euros Loyer de Base : 258.54 euros Complément loyer : 191.46 Lieu : Rhône (69)"
Appartement 55 m2 Lyon 5,970 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1295238443A1KILHAP000,https://img.paruvendu.fr/media_ext/_https_/pentesimmo.staticlbi.com/38/98/L3dhL2ltYWdlcy9iaWVucy8xLzA4NmVjOThlNDI0MGQzMzhhMDFiZmM4MTYwOGYwZGY0L3Bob3RvXzUxZDEwYjdiOWUxYWQ0MDA2NDhkNjMzZjlkOTc2NzBlLmpwZz8yMDI2MDkxMDIzMTU0Mg_rct?func=crop&w=320&gravity=auto,2026-09-24,"MAGNIFIQUE T3 BIS MEUBLE A LYON 05 RUE DE TRION A louer magnifique T3 bis, situé à Saint-Just à 3 minutes à pied du funiculaire d'une surface de 55m2, au deuxième étage sans ascenseur, comprenant un séjour avec cuisine ouverte équipée, 2 chambres (3 chambres possible à la place du bureau), un bureau, salle de bain, W.C, espaces de rangement. Chauffage électrique, cumulus. Loyer : 849,00 EUR Montant des charges : 50,00 EUR comprenant l'eau froide Complément de loyer : NEANT Honoraires : 715,00 EUR Dépôt de garantie : Deux mois de loyer hors charges 1er contact par mail Détails : Nombre de chambre(s) : 3 Nombre de pièces : 4 Nombre de niveaux : 1 Nb de salle de bains : 1 Cuisine : Americaine -Equipee Mode de chauffage : CONVECTEUR Type de chauffage : ELECTRIQUE Format de chauffage : INDIVIDUEL Nombre de wc : 1 Part Honoraires Etat des lieux : 166.65 euros Type de charge : forfaitaires mensuelles Charges : 50 euros/mois Lieu : Rhône (69)"
Appartement 71 m2 Lyon 7,415 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1295648140A1KILHAP000,https://img.paruvendu.fr/media_ext/_https_/www.allyoucanpost.com/01/ed/L2FkLXBpY3R1cmUvNmFiNTA5ZjY0NmExZjM2YTYxMDAxNDY4L3BpY3R1cmUtMC5qcGc_dHM9MTc5MDI0OTQ2MiYyMDI2MDkyNDIwMTc0Nw_rct?func=crop&w=320&gravity=auto,2026-09-24,"Appartement de 71 m2 à louer sur Lyon Merci de bien lire l'annonce, et de me répondre avec le formulaire suivante : Nom et prénom : Age : Situation : étudiant, salarié, étudiant en alternance... Garant : ? #Deux chambres (toutes charges et consommations comprises, sont disponibles à la location, sur 4 chambres #Il s'agît d'une location car baux individuels non solidaires #ouvrant droit aux APL #cœur Lyon Gerland, proche Tram T1 et T6 et Metro B #tous compris : charges d'immeubles, internet, eau, électricité, chauffage ... ************************************** Exceptionnel, à deux minutes du Métro, Rez-de-jardin avec une terrasse jardin de 70m2 à 200m du Métro B Debourg, et des Trams T1 et T6 ainsi que de plusieurs lignes majeures de Bus. Je propose des chambres meublées, toutes charges et consommation comprises. L'appartement est idéal pour la vie étudiante : à deux pas de lENS, de l'ISARA, de l'ECL et de la nouvelle médiathèque de Gerland... avec accès direct par Métro ou par Tram à Lyon 2, à Lyon 3, à l'UCLY, à Science Po et même au Campus de Lyon 1 la Doua. L'appartement donne sur une cour intérieure. Vous allez appréciez le calme absolu et le jardin en plein ville. A proximité du Parc de Gerland, de la gare Jean Macé, des Berges du Rhône et du quartier Confluence. Rénové, l'appartement est meublé et équipé. Il se constitue de : Une entrée eu un couloir distribuant les différentes pièces, Une cuisine pièce de vie de 15 M2 avec Bar/point repas, équipée et disposant d'un réfrigérateur congélateur, d'un hôte, d'un four, d'un micro-onde, d'une machine à laver... La cuisine ouvre sur la terrasse/jardin de 70 m2, la terrasse sécurisée dispose d'un abri de jardin et un coin vélos, Deux salles d'eau avec chacune une cabine de douche. 2 WC Et quatre chambres disposant chacune d'un lit double 140 190, d'une armoire et d'un bureau Chambre disponible : Chambre 4 : (10,5 m2) ==>> Loyer HC 315 euros + 110 euros de forfait charges et consommations Une place de parking privative Chercher un logement, c'est l'enfer, alors on a créé 123 Loger pour vous simplifier la vie. Combien ça coûte ? Vous réglez le pass de 34 euros (29 euros pour les étudiants). Le pass est mensuel, votre profil reste actif tant que vous restez abonné-e. Sans engagement, vous pouvez vous désabonner très facilement. Nous offrons une garantie satisfait-e ou remboursé-e pendant 1 mois. Comment ça marche ? Sur 123 Loger, ce sont les propriétaires qui contactent les locataires et ça change tout. 1 - Vous définissez vos critères : villes, surface, budget, etc 2 - Vous décrivez votre profil locataire : CDI, étudiant, indépendant, revenus, garant, etc… Une fois pour toute ! 3 - Les propriétaires consultent votre profil et vous contactent directement. À bientôt sur 123 Loger. CC TTC Charges : 110 euros/mois Lieu : Rhône (69)"
